sk_order,order_number,order_type,priority_level,sales_channel,order_status
1537,ORD-0001537,Express,Medium,E-commerce,Delivered
1538,ORD-0001538,Backorder,Medium,EDI,Delivered
1539,ORD-0001539,Express,Critical,E-commerce,Delivered
1540,ORD-0001540,Backorder,Medium,EDI,Delivered
1541,ORD-0001541,Standard,Critical,B2B,Delivered
1542,ORD-0001542,Backorder,Critical,EDI,Delivered
1543,ORD-0001543,Backorder,Medium,EDI,Delivered
1544,ORD-0001544,Express,Low,E-commerce,Delivered
1545,ORD-0001545,Standard,Critical,B2B,In Transit
1546,ORD-0001546,Standard,Low,B2B,Delivered
1547,ORD-0001547,Standard,Critical,B2B,Delivered
1548,ORD-0001548,Backorder,Low,EDI,Delivered
1549,ORD-0001549,Express,Medium,E-commerce,Delivered
1550,ORD-0001550,Standard,High,B2B,Delivered
1551,ORD-0001551,Standard,Low,B2B,Delivered
1552,ORD-0001552,Express,Critical,E-commerce,Delivered
1553,ORD-0001553,Express,High,E-commerce,Delivered
1554,ORD-0001554,Express,Critical,E-commerce,Delivered
1555,ORD-0001555,Backorder,High,EDI,Delivered
1556,ORD-0001556,Express,High,E-commerce,In Transit
1557,ORD-0001557,Express,Low,E-commerce,Delivered
1558,ORD-0001558,Standard,Critical,B2B,Delivered
1559,ORD-0001559,Standard,High,B2B,In Transit
1560,ORD-0001560,Backorder,Low,EDI,Delivered
1561,ORD-0001561,Backorder,Low,EDI,Delivered
1562,ORD-0001562,Express,Critical,E-commerce,Delivered
1563,ORD-0001563,Express,Medium,E-commerce,In Transit
1564,ORD-0001564,Express,Medium,E-commerce,Delivered
1565,ORD-0001565,Standard,Low,B2B,Delivered
1566,ORD-0001566,Standard,Low,B2B,Delivered
1567,ORD-0001567,Standard,High,B2B,Delivered
1568,ORD-0001568,Standard,High,B2B,Delivered
1569,ORD-0001569,Backorder,Critical,EDI,Delivered
1570,ORD-0001570,Express,Medium,E-commerce,Delivered
1571,ORD-0001571,Standard,High,B2B,Delivered
1572,ORD-0001572,Express,High,E-commerce,Delivered
1573,ORD-0001573,Express,High,E-commerce,Delivered
1574,ORD-0001574,Express,High,E-commerce,Delivered
1575,ORD-0001575,Backorder,Critical,EDI,Delivered
1576,ORD-0001576,Backorder,High,EDI,Delivered
1577,ORD-0001577,Express,Medium,E-commerce,Delivered
1578,ORD-0001578,Backorder,High,EDI,Delivered
1579,ORD-0001579,Express,Critical,E-commerce,Delivered
1580,ORD-0001580,Standard,High,B2B,Delivered
1581,ORD-0001581,Standard,Low,B2B,Delivered
1582,ORD-0001582,Standard,Critical,B2B,Delivered
1583,ORD-0001583,Backorder,Low,EDI,Delivered
1584,ORD-0001584,Backorder,Medium,EDI,Delivered
1585,ORD-0001585,Express,Medium,E-commerce,Delivered
1586,ORD-0001586,Standard,Low,B2B,Delivered
1587,ORD-0001587,Standard,Medium,B2B,In Transit
1588,ORD-0001588,Express,Medium,E-commerce,Delivered
1589,ORD-0001589,Standard,Medium,B2B,Returned
1590,ORD-0001590,Backorder,Low,EDI,In Transit
1591,ORD-0001591,Standard,Low,B2B,Delivered
1592,ORD-0001592,Backorder,High,EDI,In Transit
1593,ORD-0001593,Backorder,High,EDI,Delivered
1594,ORD-0001594,Express,High,E-commerce,Delivered
1595,ORD-0001595,Standard,High,B2B,Delivered
1596,ORD-0001596,Express,Critical,E-commerce,Delivered
1597,ORD-0001597,Standard,Low,B2B,Delivered
1598,ORD-0001598,Express,Low,E-commerce,In Transit
1599,ORD-0001599,Standard,Medium,B2B,Delivered
1600,ORD-0001600,Standard,Low,B2B,Delivered
1601,ORD-0001601,Backorder,High,EDI,Delivered
1602,ORD-0001602,Backorder,Critical,EDI,Delivered
1603,ORD-0001603,Backorder,High,EDI,Delivered
1604,ORD-0001604,Standard,Critical,B2B,Delivered
1605,ORD-0001605,Express,Medium,E-commerce,Delivered
1606,ORD-0001606,Backorder,Medium,EDI,Delivered
1607,ORD-0001607,Express,Medium,E-commerce,In Transit
1608,ORD-0001608,Express,Low,E-commerce,Delivered
1609,ORD-0001609,Backorder,Critical,EDI,Cancelled
1610,ORD-0001610,Backorder,Critical,EDI,Delivered
1611,ORD-0001611,Backorder,Low,EDI,Delivered
1612,ORD-0001612,Standard,Medium,B2B,Delivered
1613,ORD-0001613,Standard,Low,B2B,Delivered
1614,ORD-0001614,Backorder,High,EDI,Delivered
1615,ORD-0001615,Backorder,High,EDI,Delivered
1616,ORD-0001616,Express,Medium,E-commerce,Delivered
1617,ORD-0001617,Standard,Low,B2B,Delivered
1618,ORD-0001618,Express,Medium,E-commerce,Delivered
1619,ORD-0001619,Express,Critical,E-commerce,Delivered
1620,ORD-0001620,Express,Critical,E-commerce,Delivered
1621,ORD-0001621,Backorder,Low,EDI,In Transit
1622,ORD-0001622,Express,Medium,E-commerce,Delivered
1623,ORD-0001623,Express,Critical,E-commerce,Delivered
1624,ORD-0001624,Express,Critical,E-commerce,Delivered
1625,ORD-0001625,Express,Low,E-commerce,Delivered
1626,ORD-0001626,Standard,High,B2B,In Transit
1627,ORD-0001627,Express,High,E-commerce,In Transit
1628,ORD-0001628,Backorder,Low,EDI,Delivered
1629,ORD-0001629,Backorder,Medium,EDI,Delivered
1630,ORD-0001630,Standard,Medium,B2B,In Transit
1631,ORD-0001631,Standard,Critical,B2B,Cancelled
1632,ORD-0001632,Backorder,High,EDI,Delivered
1633,ORD-0001633,Express,Low,E-commerce,Delivered
1634,ORD-0001634,Standard,Low,B2B,Delivered
1635,ORD-0001635,Express,High,E-commerce,Delivered
1636,ORD-0001636,Backorder,High,EDI,Delivered
1637,ORD-0001637,Backorder,Critical,EDI,Returned
1638,ORD-0001638,Express,Low,E-commerce,In Transit
1639,ORD-0001639,Standard,Critical,B2B,Delivered
1640,ORD-0001640,Express,Critical,E-commerce,Delivered
1641,ORD-0001641,Standard,Medium,B2B,Delivered
1642,ORD-0001642,Standard,Medium,B2B,Delivered
1643,ORD-0001643,Standard,Low,B2B,Delivered
1644,ORD-0001644,Express,Medium,E-commerce,Delivered
1645,ORD-0001645,Backorder,High,EDI,In Transit
1646,ORD-0001646,Express,Medium,E-commerce,Delivered
1647,ORD-0001647,Standard,Low,B2B,Delivered
1648,ORD-0001648,Backorder,High,EDI,Delivered
1649,ORD-0001649,Standard,Medium,B2B,In Transit
1650,ORD-0001650,Standard,High,B2B,Delivered
1651,ORD-0001651,Backorder,Medium,EDI,Delivered
1652,ORD-0001652,Express,High,E-commerce,Delivered
1653,ORD-0001653,Standard,High,B2B,In Transit
1654,ORD-0001654,Express,High,E-commerce,Delivered
1655,ORD-0001655,Standard,Medium,B2B,Delivered
1656,ORD-0001656,Express,Medium,E-commerce,Delivered
1657,ORD-0001657,Express,Critical,E-commerce,Cancelled
1658,ORD-0001658,Standard,Medium,B2B,Delivered
1659,ORD-0001659,Standard,Critical,B2B,Delivered
1660,ORD-0001660,Backorder,Medium,EDI,Delivered
1661,ORD-0001661,Express,Medium,E-commerce,Delivered
1662,ORD-0001662,Express,Low,E-commerce,Delivered
1663,ORD-0001663,Express,Critical,E-commerce,Cancelled
1664,ORD-0001664,Express,High,E-commerce,Delivered
1665,ORD-0001665,Backorder,Low,EDI,Delivered
1666,ORD-0001666,Standard,Critical,B2B,Delivered
1667,ORD-0001667,Express,Low,E-commerce,Returned
1668,ORD-0001668,Backorder,Medium,EDI,Delivered
1669,ORD-0001669,Express,Medium,E-commerce,Delivered
1670,ORD-0001670,Standard,High,B2B,Delivered
1671,ORD-0001671,Backorder,Medium,EDI,Returned
1672,ORD-0001672,Backorder,Critical,EDI,Delivered
1673,ORD-0001673,Standard,Low,B2B,Delivered
1674,ORD-0001674,Standard,Medium,B2B,Delivered
1675,ORD-0001675,Express,High,E-commerce,In Transit
1676,ORD-0001676,Standard,High,B2B,Delivered
1677,ORD-0001677,Standard,Critical,B2B,Delivered
1678,ORD-0001678,Backorder,Critical,EDI,Delivered
1679,ORD-0001679,Backorder,Critical,EDI,Delivered
1680,ORD-0001680,Backorder,Low,EDI,In Transit
1681,ORD-0001681,Backorder,High,EDI,Delivered
1682,ORD-0001682,Backorder,Low,EDI,Delivered
1683,ORD-0001683,Express,Critical,E-commerce,Delivered
1684,ORD-0001684,Backorder,Low,EDI,Delivered
1685,ORD-0001685,Standard,Low,B2B,Delivered
1686,ORD-0001686,Express,High,E-commerce,Delivered
1687,ORD-0001687,Express,High,E-commerce,Delivered
1688,ORD-0001688,Standard,Critical,B2B,Delivered
1689,ORD-0001689,Standard,Medium,B2B,Delivered
1690,ORD-0001690,Backorder,Low,EDI,Delivered
1691,ORD-0001691,Backorder,Critical,EDI,Delivered
1692,ORD-0001692,Standard,Medium,B2B,Delivered
1693,ORD-0001693,Backorder,Low,EDI,Delivered
1694,ORD-0001694,Backorder,High,EDI,Delivered
1695,ORD-0001695,Backorder,Low,EDI,Delivered
1696,ORD-0001696,Backorder,Medium,EDI,Delivered
1697,ORD-0001697,Standard,Low,B2B,In Transit
1698,ORD-0001698,Standard,Critical,B2B,Delivered
1699,ORD-0001699,Express,Medium,E-commerce,In Transit
1700,ORD-0001700,Standard,High,B2B,Delivered
1701,ORD-0001701,Standard,Critical,B2B,Delivered
1702,ORD-0001702,Standard,Medium,B2B,Delivered
1703,ORD-0001703,Backorder,Low,EDI,Delivered
1704,ORD-0001704,Standard,Low,B2B,Delivered
1705,ORD-0001705,Backorder,Low,EDI,Delivered
1706,ORD-0001706,Backorder,Medium,EDI,Delivered
1707,ORD-0001707,Express,Medium,E-commerce,Delivered
1708,ORD-0001708,Standard,Critical,B2B,Delivered
1709,ORD-0001709,Standard,High,B2B,Delivered
1710,ORD-0001710,Express,High,E-commerce,Delivered
1711,ORD-0001711,Express,Low,E-commerce,Delivered
1712,ORD-0001712,Standard,Low,B2B,Delivered
1713,ORD-0001713,Express,High,E-commerce,Delivered
1714,ORD-0001714,Backorder,Low,EDI,Delivered
1715,ORD-0001715,Standard,High,B2B,Delivered
1716,ORD-0001716,Standard,High,B2B,Delivered
1717,ORD-0001717,Standard,High,B2B,In Transit
1718,ORD-0001718,Express,Medium,E-commerce,In Transit
1719,ORD-0001719,Standard,High,B2B,In Transit
1720,ORD-0001720,Express,Medium,E-commerce,Delivered
1721,ORD-0001721,Backorder,Critical,EDI,Delivered
1722,ORD-0001722,Standard,High,B2B,In Transit
1723,ORD-0001723,Standard,Critical,B2B,Cancelled
1724,ORD-0001724,Backorder,Medium,EDI,Delivered
1725,ORD-0001725,Standard,Low,B2B,Delivered
1726,ORD-0001726,Standard,Critical,B2B,In Transit
1727,ORD-0001727,Backorder,Medium,EDI,Delivered
1728,ORD-0001728,Backorder,Medium,EDI,Delivered
1729,ORD-0001729,Backorder,Critical,EDI,Delivered
1730,ORD-0001730,Express,Low,E-commerce,Delivered
1731,ORD-0001731,Express,High,E-commerce,Delivered
1732,ORD-0001732,Backorder,Critical,EDI,Delivered
1733,ORD-0001733,Express,High,E-commerce,Delivered
1734,ORD-0001734,Standard,Medium,B2B,Returned
1735,ORD-0001735,Backorder,Critical,EDI,Delivered
1736,ORD-0001736,Backorder,High,EDI,Delivered
1737,ORD-0001737,Standard,Medium,B2B,In Transit
1738,ORD-0001738,Standard,High,B2B,Delivered
1739,ORD-0001739,Standard,Critical,B2B,Delivered
1740,ORD-0001740,Express,High,E-commerce,Delivered
1741,ORD-0001741,Express,High,E-commerce,Delivered
1742,ORD-0001742,Backorder,Low,EDI,In Transit
1743,ORD-0001743,Standard,Medium,B2B,In Transit
1744,ORD-0001744,Express,Medium,E-commerce,Delivered
1745,ORD-0001745,Backorder,Medium,EDI,In Transit
1746,ORD-0001746,Standard,Critical,B2B,Delivered
1747,ORD-0001747,Express,Critical,E-commerce,Delivered
1748,ORD-0001748,Express,Critical,E-commerce,Delivered
1749,ORD-0001749,Backorder,Medium,EDI,Delivered
1750,ORD-0001750,Express,High,E-commerce,Delivered
1751,ORD-0001751,Express,Low,E-commerce,Delivered
1752,ORD-0001752,Standard,Critical,B2B,Delivered
1753,ORD-0001753,Express,Medium,E-commerce,Delivered
1754,ORD-0001754,Backorder,Medium,EDI,Delivered
1755,ORD-0001755,Express,High,E-commerce,In Transit
1756,ORD-0001756,Express,Medium,E-commerce,Delivered
1757,ORD-0001757,Backorder,Low,EDI,Delivered
1758,ORD-0001758,Standard,Low,B2B,Delivered
1759,ORD-0001759,Backorder,Low,EDI,In Transit
1760,ORD-0001760,Express,Low,E-commerce,In Transit
1761,ORD-0001761,Express,Low,E-commerce,Delivered
1762,ORD-0001762,Express,Critical,E-commerce,In Transit
1763,ORD-0001763,Backorder,High,EDI,Delivered
1764,ORD-0001764,Express,High,E-commerce,Delivered
1765,ORD-0001765,Standard,Low,B2B,Delivered
1766,ORD-0001766,Express,Low,E-commerce,Delivered
1767,ORD-0001767,Express,Low,E-commerce,Delivered
1768,ORD-0001768,Backorder,High,EDI,Delivered
1769,ORD-0001769,Backorder,Critical,EDI,Delivered
1770,ORD-0001770,Backorder,Critical,EDI,Delivered
1771,ORD-0001771,Express,Critical,E-commerce,Delivered
1772,ORD-0001772,Standard,Medium,B2B,In Transit
1773,ORD-0001773,Backorder,High,EDI,Delivered
1774,ORD-0001774,Backorder,High,EDI,Delivered
1775,ORD-0001775,Express,Medium,E-commerce,Delivered
1776,ORD-0001776,Standard,Critical,B2B,Delivered
1777,ORD-0001777,Backorder,Medium,EDI,Delivered
1778,ORD-0001778,Standard,High,B2B,Delivered
1779,ORD-0001779,Express,Medium,E-commerce,In Transit
1780,ORD-0001780,Backorder,High,EDI,Delivered
1781,ORD-0001781,Express,Critical,E-commerce,Delivered
1782,ORD-0001782,Standard,High,B2B,Delivered
1783,ORD-0001783,Express,Medium,E-commerce,In Transit
1784,ORD-0001784,Backorder,Medium,EDI,In Transit
1785,ORD-0001785,Standard,Medium,B2B,Returned
1786,ORD-0001786,Express,Medium,E-commerce,Delivered
1787,ORD-0001787,Standard,Medium,B2B,Delivered
1788,ORD-0001788,Backorder,High,EDI,Delivered
1789,ORD-0001789,Standard,Critical,B2B,Delivered
1790,ORD-0001790,Backorder,Low,EDI,Delivered
1791,ORD-0001791,Express,Critical,E-commerce,Delivered
1792,ORD-0001792,Backorder,Critical,EDI,Delivered
1793,ORD-0001793,Express,High,E-commerce,Delivered
1794,ORD-0001794,Express,High,E-commerce,Delivered
1795,ORD-0001795,Express,Medium,E-commerce,Delivered
1796,ORD-0001796,Express,Critical,E-commerce,In Transit
1797,ORD-0001797,Standard,Critical,B2B,Delivered
1798,ORD-0001798,Standard,Medium,B2B,Delivered
1799,ORD-0001799,Express,Medium,E-commerce,Delivered
1800,ORD-0001800,Standard,Critical,B2B,Delivered
1801,ORD-0001801,Express,Medium,E-commerce,In Transit
1802,ORD-0001802,Express,Medium,E-commerce,Delivered
1803,ORD-0001803,Express,Low,E-commerce,Delivered
1804,ORD-0001804,Express,Medium,E-commerce,Delivered
1805,ORD-0001805,Express,Critical,E-commerce,Delivered
1806,ORD-0001806,Backorder,Low,EDI,In Transit
1807,ORD-0001807,Backorder,High,EDI,Delivered
1808,ORD-0001808,Express,High,E-commerce,Delivered
1809,ORD-0001809,Backorder,Critical,EDI,Delivered
1810,ORD-0001810,Express,Critical,E-commerce,Delivered
1811,ORD-0001811,Standard,Medium,B2B,Delivered
1812,ORD-0001812,Backorder,Low,EDI,Delivered
1813,ORD-0001813,Standard,Medium,B2B,Delivered
1814,ORD-0001814,Standard,Critical,B2B,Delivered
1815,ORD-0001815,Backorder,Low,EDI,Delivered
1816,ORD-0001816,Standard,Medium,B2B,In Transit
1817,ORD-0001817,Express,High,E-commerce,Delivered
1818,ORD-0001818,Express,Medium,E-commerce,Delivered
1819,ORD-0001819,Backorder,High,EDI,Delivered
1820,ORD-0001820,Standard,High,B2B,Delivered
1821,ORD-0001821,Backorder,Critical,EDI,Delivered
1822,ORD-0001822,Express,Medium,E-commerce,Delivered
1823,ORD-0001823,Standard,Low,B2B,Delivered
1824,ORD-0001824,Backorder,Medium,EDI,Delivered
1825,ORD-0001825,Standard,Critical,B2B,Delivered
1826,ORD-0001826,Backorder,Medium,EDI,Delivered
1827,ORD-0001827,Backorder,High,EDI,In Transit
1828,ORD-0001828,Backorder,High,EDI,Delivered
1829,ORD-0001829,Backorder,Critical,EDI,Delivered
1830,ORD-0001830,Standard,High,B2B,Delivered
1831,ORD-0001831,Backorder,Low,EDI,Delivered
1832,ORD-0001832,Standard,High,B2B,Delivered
1833,ORD-0001833,Express,High,E-commerce,Delivered
1834,ORD-0001834,Express,Medium,E-commerce,Delivered
1835,ORD-0001835,Express,Medium,E-commerce,Delivered
1836,ORD-0001836,Express,Low,E-commerce,Delivered
1837,ORD-0001837,Standard,Low,B2B,Delivered
1838,ORD-0001838,Standard,Low,B2B,Delivered
1839,ORD-0001839,Backorder,Low,EDI,Delivered
1840,ORD-0001840,Standard,Low,B2B,Delivered
1841,ORD-0001841,Standard,High,B2B,Delivered
1842,ORD-0001842,Standard,Medium,B2B,Delivered
1843,ORD-0001843,Standard,Low,B2B,Delivered
1844,ORD-0001844,Standard,Critical,B2B,Delivered
1845,ORD-0001845,Backorder,High,EDI,Delivered
1846,ORD-0001846,Express,Critical,E-commerce,In Transit
1847,ORD-0001847,Express,Medium,E-commerce,Delivered
1848,ORD-0001848,Backorder,Low,EDI,Delivered
1849,ORD-0001849,Standard,High,B2B,Delivered
1850,ORD-0001850,Backorder,Critical,EDI,Delivered
1851,ORD-0001851,Standard,Critical,B2B,Returned
1852,ORD-0001852,Backorder,Low,EDI,In Transit
1853,ORD-0001853,Express,Critical,E-commerce,Delivered
1854,ORD-0001854,Express,Medium,E-commerce,Delivered
1855,ORD-0001855,Express,Critical,E-commerce,Delivered
1856,ORD-0001856,Standard,Medium,B2B,Delivered
1857,ORD-0001857,Backorder,Critical,EDI,Delivered
1858,ORD-0001858,Backorder,Critical,EDI,Delivered
1859,ORD-0001859,Backorder,High,EDI,Delivered
1860,ORD-0001860,Standard,Medium,B2B,Delivered
1861,ORD-0001861,Express,Low,E-commerce,In Transit
1862,ORD-0001862,Backorder,Medium,EDI,Returned
1863,ORD-0001863,Express,Critical,E-commerce,Delivered
1864,ORD-0001864,Backorder,High,EDI,Cancelled
1865,ORD-0001865,Express,Critical,E-commerce,Delivered
1866,ORD-0001866,Backorder,Low,EDI,Delivered
1867,ORD-0001867,Backorder,Medium,EDI,Delivered
1868,ORD-0001868,Express,Critical,E-commerce,Delivered
1869,ORD-0001869,Express,High,E-commerce,Delivered
1870,ORD-0001870,Backorder,High,EDI,Delivered
1871,ORD-0001871,Express,Medium,E-commerce,Delivered
1872,ORD-0001872,Backorder,High,EDI,Delivered
1873,ORD-0001873,Express,Critical,E-commerce,Delivered
1874,ORD-0001874,Backorder,High,EDI,Delivered
1875,ORD-0001875,Express,Medium,E-commerce,Delivered
1876,ORD-0001876,Backorder,Critical,EDI,Cancelled
1877,ORD-0001877,Backorder,Medium,EDI,Delivered
1878,ORD-0001878,Express,Critical,E-commerce,Delivered
1879,ORD-0001879,Backorder,Low,EDI,In Transit
1880,ORD-0001880,Express,Critical,E-commerce,Delivered
1881,ORD-0001881,Standard,Critical,B2B,Delivered
1882,ORD-0001882,Standard,High,B2B,Delivered
1883,ORD-0001883,Express,Medium,E-commerce,Delivered
1884,ORD-0001884,Standard,Critical,B2B,Delivered
1885,ORD-0001885,Backorder,Critical,EDI,Delivered
1886,ORD-0001886,Standard,High,B2B,Delivered
1887,ORD-0001887,Backorder,Low,EDI,Delivered
1888,ORD-0001888,Express,Low,E-commerce,Returned
1889,ORD-0001889,Backorder,Medium,EDI,Delivered
1890,ORD-0001890,Backorder,Medium,EDI,Delivered
1891,ORD-0001891,Standard,High,B2B,Delivered
1892,ORD-0001892,Standard,Critical,B2B,Delivered
1893,ORD-0001893,Backorder,Critical,EDI,In Transit
1894,ORD-0001894,Express,Medium,E-commerce,Delivered
1895,ORD-0001895,Backorder,Critical,EDI,In Transit
1896,ORD-0001896,Backorder,Low,EDI,Delivered
1897,ORD-0001897,Standard,Medium,B2B,Delivered
1898,ORD-0001898,Standard,Low,B2B,Delivered
1899,ORD-0001899,Backorder,Low,EDI,Delivered
1900,ORD-0001900,Express,Critical,E-commerce,Delivered
1901,ORD-0001901,Express,Critical,E-commerce,Returned
1902,ORD-0001902,Backorder,Medium,EDI,In Transit
1903,ORD-0001903,Express,Critical,E-commerce,Delivered
1904,ORD-0001904,Backorder,Critical,EDI,Returned
1905,ORD-0001905,Express,Medium,E-commerce,Delivered
1906,ORD-0001906,Backorder,Medium,EDI,Delivered
1907,ORD-0001907,Standard,Critical,B2B,Returned
1908,ORD-0001908,Standard,Low,B2B,Delivered
1909,ORD-0001909,Express,High,E-commerce,In Transit
1910,ORD-0001910,Standard,Critical,B2B,In Transit
1911,ORD-0001911,Backorder,Critical,EDI,In Transit
1912,ORD-0001912,Express,Critical,E-commerce,Delivered
1913,ORD-0001913,Standard,Low,B2B,Delivered
1914,ORD-0001914,Backorder,Low,EDI,Delivered
1915,ORD-0001915,Standard,Critical,B2B,Delivered
1916,ORD-0001916,Express,Low,E-commerce,Delivered
1917,ORD-0001917,Express,Low,E-commerce,Delivered
1918,ORD-0001918,Express,Low,E-commerce,Delivered
1919,ORD-0001919,Express,Medium,E-commerce,Delivered
1920,ORD-0001920,Backorder,High,EDI,In Transit
1921,ORD-0001921,Express,Critical,E-commerce,Delivered
1922,ORD-0001922,Standard,Medium,B2B,Delivered
1923,ORD-0001923,Standard,Low,B2B,Delivered
1924,ORD-0001924,Express,Medium,E-commerce,In Transit
1925,ORD-0001925,Express,Medium,E-commerce,Delivered
1926,ORD-0001926,Express,Low,E-commerce,Delivered
1927,ORD-0001927,Express,Critical,E-commerce,Delivered
1928,ORD-0001928,Standard,Low,B2B,Delivered
1929,ORD-0001929,Express,High,E-commerce,Delivered
1930,ORD-0001930,Standard,Critical,B2B,Delivered
1931,ORD-0001931,Standard,Medium,B2B,Delivered
1932,ORD-0001932,Standard,Low,B2B,Delivered
1933,ORD-0001933,Backorder,Critical,EDI,Delivered
1934,ORD-0001934,Backorder,Medium,EDI,Delivered
1935,ORD-0001935,Express,Low,E-commerce,Delivered
1936,ORD-0001936,Standard,High,B2B,Delivered
1937,ORD-0001937,Backorder,Low,EDI,Delivered
1938,ORD-0001938,Express,High,E-commerce,Delivered
1939,ORD-0001939,Standard,Critical,B2B,Delivered
1940,ORD-0001940,Standard,Critical,B2B,In Transit
1941,ORD-0001941,Standard,Low,B2B,Returned
1942,ORD-0001942,Backorder,Critical,EDI,In Transit
1943,ORD-0001943,Standard,High,B2B,In Transit
1944,ORD-0001944,Backorder,Critical,EDI,Cancelled
1945,ORD-0001945,Express,Low,E-commerce,Delivered
1946,ORD-0001946,Express,Medium,E-commerce,Delivered
1947,ORD-0001947,Express,Critical,E-commerce,Delivered
1948,ORD-0001948,Backorder,Low,EDI,Delivered
1949,ORD-0001949,Express,Critical,E-commerce,Delivered
1950,ORD-0001950,Express,Medium,E-commerce,In Transit
1951,ORD-0001951,Standard,Medium,B2B,Delivered
1952,ORD-0001952,Express,Medium,E-commerce,Delivered
1953,ORD-0001953,Standard,Low,B2B,Delivered
1954,ORD-0001954,Standard,Critical,B2B,Delivered
1955,ORD-0001955,Backorder,High,EDI,Delivered
1956,ORD-0001956,Standard,Critical,B2B,Delivered
1957,ORD-0001957,Backorder,Low,EDI,Delivered
1958,ORD-0001958,Standard,Medium,B2B,Returned
1959,ORD-0001959,Standard,Low,B2B,Delivered
1960,ORD-0001960,Backorder,High,EDI,Delivered
1961,ORD-0001961,Standard,Critical,B2B,In Transit
1962,ORD-0001962,Express,Medium,E-commerce,Delivered
1963,ORD-0001963,Standard,High,B2B,Delivered
1964,ORD-0001964,Backorder,Low,EDI,Returned
1965,ORD-0001965,Express,Critical,E-commerce,Delivered
1966,ORD-0001966,Standard,High,B2B,Delivered
1967,ORD-0001967,Standard,Medium,B2B,Delivered
1968,ORD-0001968,Standard,Low,B2B,In Transit
1969,ORD-0001969,Standard,High,B2B,Delivered
1970,ORD-0001970,Express,High,E-commerce,Delivered
1971,ORD-0001971,Standard,Medium,B2B,Delivered
1972,ORD-0001972,Express,Medium,E-commerce,Delivered
1973,ORD-0001973,Backorder,Critical,EDI,Delivered
1974,ORD-0001974,Express,Low,E-commerce,Delivered
1975,ORD-0001975,Express,Medium,E-commerce,Delivered
1976,ORD-0001976,Standard,Low,B2B,Returned
1977,ORD-0001977,Standard,Medium,B2B,Delivered
1978,ORD-0001978,Express,High,E-commerce,Delivered
1979,ORD-0001979,Standard,Medium,B2B,Delivered
1980,ORD-0001980,Standard,Critical,B2B,Delivered
1981,ORD-0001981,Express,Medium,E-commerce,Delivered
1982,ORD-0001982,Backorder,Critical,EDI,Delivered
1983,ORD-0001983,Backorder,Critical,EDI,Delivered
1984,ORD-0001984,Backorder,Low,EDI,Delivered
1985,ORD-0001985,Express,Medium,E-commerce,Returned
1986,ORD-0001986,Express,Medium,E-commerce,Delivered
1987,ORD-0001987,Backorder,Critical,EDI,Delivered
1988,ORD-0001988,Backorder,Critical,EDI,Delivered
1989,ORD-0001989,Standard,Low,B2B,Delivered
1990,ORD-0001990,Express,Medium,E-commerce,Delivered
1991,ORD-0001991,Backorder,High,EDI,In Transit
1992,ORD-0001992,Backorder,Medium,EDI,Returned
1993,ORD-0001993,Express,Critical,E-commerce,Delivered
1994,ORD-0001994,Standard,High,B2B,In Transit
1995,ORD-0001995,Standard,Critical,B2B,Delivered
1996,ORD-0001996,Express,Medium,E-commerce,Delivered
1997,ORD-0001997,Express,Medium,E-commerce,Delivered
1998,ORD-0001998,Express,High,E-commerce,Delivered
1999,ORD-0001999,Standard,Critical,B2B,Delivered
2000,ORD-0002000,Backorder,High,EDI,Delivered
2001,ORD-0002001,Backorder,Low,EDI,In Transit
2002,ORD-0002002,Backorder,High,EDI,Delivered
2003,ORD-0002003,Express,Low,E-commerce,In Transit
2004,ORD-0002004,Standard,Low,B2B,Delivered
2005,ORD-0002005,Standard,Critical,B2B,Delivered
2006,ORD-0002006,Express,High,E-commerce,Delivered
2007,ORD-0002007,Express,Medium,E-commerce,Delivered
2008,ORD-0002008,Standard,Low,B2B,Delivered
2009,ORD-0002009,Standard,High,B2B,Delivered
2010,ORD-0002010,Express,High,E-commerce,Delivered
2011,ORD-0002011,Standard,Low,B2B,Delivered
2012,ORD-0002012,Backorder,High,EDI,Delivered
2013,ORD-0002013,Standard,High,B2B,Delivered
2014,ORD-0002014,Express,Medium,E-commerce,Delivered
2015,ORD-0002015,Express,Critical,E-commerce,Delivered
2016,ORD-0002016,Backorder,High,EDI,Delivered
2017,ORD-0002017,Standard,Critical,B2B,Delivered
2018,ORD-0002018,Express,Critical,E-commerce,Delivered
2019,ORD-0002019,Backorder,Medium,EDI,Returned
2020,ORD-0002020,Backorder,High,EDI,Delivered
2021,ORD-0002021,Standard,Medium,B2B,In Transit
2022,ORD-0002022,Backorder,Medium,EDI,Delivered
2023,ORD-0002023,Backorder,Low,EDI,Delivered
2024,ORD-0002024,Express,Critical,E-commerce,Delivered
2025,ORD-0002025,Standard,Critical,B2B,In Transit
2026,ORD-0002026,Standard,Critical,B2B,Delivered
2027,ORD-0002027,Standard,Critical,B2B,Delivered
2028,ORD-0002028,Standard,Critical,B2B,Delivered
2029,ORD-0002029,Backorder,High,EDI,Delivered
2030,ORD-0002030,Backorder,Critical,EDI,Delivered
2031,ORD-0002031,Backorder,Low,EDI,Delivered
2032,ORD-0002032,Standard,Low,B2B,Delivered
2033,ORD-0002033,Express,Medium,E-commerce,Delivered
2034,ORD-0002034,Express,Medium,E-commerce,Delivered
2035,ORD-0002035,Express,High,E-commerce,Delivered
2036,ORD-0002036,Backorder,Critical,EDI,Delivered
