fact_delivery_id,sk_date,sk_order,sk_driver,sk_vehicle,sk_route,sk_client,planned_delay_hours,real_delay_hours,delay_minutes,delay_category,delivered_on_time_flag,service_rate
1087,399,1720,4,4,2,1,3.28,3.14,0,On Time,1,0.744
1088,493,1536,17,1,3,2,11.14,8.81,0,On Time,1,0.89
1089,269,1124,11,1,1,9,4.85,4.79,0,On Time,1,0.707
1090,675,1881,12,4,2,2,3.64,6.08,146.59,Moderate Delay,1,0.699
1091,602,2294,17,2,1,6,5.17,4.93,0,On Time,1,0.802
1092,540,1123,16,2,1,3,4.94,4.74,0,On Time,1,0.801
1093,1889,258,39,10,10,22,3.93,5.11,70.7,Moderate Delay,1,0.792
1094,1019,738,36,8,7,17,4.13,3.65,0,On Time,1,0.732
1095,1734,30,54,9,12,21,10.34,16.53,371.17,Severe Delay,0,0.45
1096,1926,1970,47,9,11,30,7.9,9.36,87.18,Moderate Delay,1,0.655
1097,320,926,8,3,4,7,8.37,13.08,282.01,Severe Delay,0,0.45
1098,1856,2026,42,9,12,21,9.91,10.61,42.13,Minor Delay,1,0.798
1099,2064,690,52,11,9,26,7.22,7.74,30.83,Minor Delay,1,0.842
1100,620,2039,18,1,4,7,8.72,10.89,130.36,Moderate Delay,1,0.626
1101,794,613,29,7,5,17,2.87,3.36,29.55,Minor Delay,1,0.826
1102,2178,239,49,10,11,29,7.46,9.29,109.94,Moderate Delay,1,0.8
1103,2086,1481,44,9,10,28,4.47,5.98,90.46,Moderate Delay,0,0.736
1104,561,1222,10,2,3,5,11.37,10.74,0,On Time,1,0.93
1105,2002,509,53,9,10,27,4.34,8.05,222.73,Severe Delay,0,0.487
1106,1761,976,47,11,9,30,7.02,8.39,82.48,Moderate Delay,0,0.591
1107,786,441,20,7,7,18,4.27,7.29,181.39,Severe Delay,0,0.654
1108,746,2176,28,6,5,12,3.0,2.38,0,On Time,1,0.836
1109,1029,2153,34,5,8,19,2.0,2.93,55.73,Moderate Delay,0,0.694
1110,2081,1454,51,9,9,26,7.08,7.37,17.46,Minor Delay,1,0.797
1111,1151,404,19,6,7,13,4.37,3.93,0,On Time,1,0.904
1112,801,2262,33,5,8,16,2.26,3.77,90.7,Moderate Delay,1,0.741
1113,2089,565,41,9,11,26,7.68,9.57,113.02,Moderate Delay,1,0.786
1114,739,2321,19,5,7,20,4.0,4.55,32.51,Minor Delay,0,0.757
1115,716,1997,6,2,2,8,3.44,4.31,51.78,Moderate Delay,1,0.741
1116,1201,1755,19,6,7,19,4.41,3.77,0,On Time,1,0.806
1117,1633,1761,43,10,10,28,4.45,5.82,82.3,Moderate Delay,0,0.566
1118,148,1559,10,2,2,9,3.78,5.1,79.63,Moderate Delay,1,0.731
1119,1543,2189,45,9,9,24,7.4,12.06,279.93,Severe Delay,0,0.528
1120,1836,695,37,10,11,26,7.38,9.45,123.97,Moderate Delay,0,0.694
1121,1127,836,31,6,7,12,3.75,3.86,6.55,On Time,1,0.803
1122,1872,2414,42,10,9,25,6.85,10.43,214.35,Severe Delay,1,0.616
1123,1118,1054,30,7,5,11,3.05,3.43,22.93,Minor Delay,1,0.767
1124,1124,1129,21,6,8,15,2.1,3.55,87.47,Moderate Delay,0,0.699
1125,589,2360,3,4,2,2,3.27,4.13,51.46,Moderate Delay,1,0.859
1126,1769,1384,44,10,11,22,7.41,7.39,0,On Time,1,0.841
1127,1108,1754,23,5,7,11,4.13,3.22,0,On Time,1,0.868
1128,768,2387,19,8,8,12,2.29,2.24,0,On Time,1,0.823
1129,1600,2451,40,10,12,23,9.71,16.98,436.24,Severe Delay,0,0.45
1130,2082,931,47,11,11,23,6.83,7.36,31.57,Minor Delay,1,0.714
1131,1966,934,42,10,10,22,4.03,6.88,170.92,Moderate Delay,1,0.674
1132,2152,1923,40,10,11,24,7.64,8.77,67.57,Moderate Delay,0,0.725
1133,2161,373,38,10,9,23,6.64,5.7,0,On Time,1,0.906
1134,799,1283,21,6,8,14,2.29,2.78,29.55,Minor Delay,1,0.858
1135,173,381,18,3,1,7,4.81,5.38,33.94,Minor Delay,1,0.743
1136,1587,143,46,11,11,30,7.08,7.03,0,On Time,1,0.63
1137,446,1300,12,3,4,2,9.13,7.12,0,On Time,1,0.809
1138,1319,2449,35,5,8,12,2.18,3.42,74.02,Moderate Delay,0,0.644
1139,1291,2363,24,6,7,19,3.8,3.81,0.79,On Time,1,0.859
1140,1784,804,54,11,12,27,9.5,10.94,86.4,Moderate Delay,0,0.721
1141,2057,346,49,9,11,29,7.49,7.77,16.72,Minor Delay,1,0.82
1142,1221,1807,32,6,8,19,2.27,2.18,0,On Time,1,0.875
1143,1410,1066,25,5,6,13,8.08,7.29,0,On Time,1,0.933
1144,149,1528,10,2,4,8,8.09,10.7,156.98,Moderate Delay,1,0.734
1145,1545,1392,52,9,10,23,4.45,3.96,0,On Time,1,0.826
1146,96,2135,16,2,2,6,3.44,4.35,54.49,Moderate Delay,1,0.688
1147,890,839,35,7,8,12,1.99,2.86,52.61,Moderate Delay,0,0.768
1148,656,1248,18,1,2,1,3.38,4.77,83.55,Moderate Delay,0,0.698
1149,119,1107,11,1,4,9,8.18,7.93,0,On Time,1,0.851
1150,792,1014,26,7,5,14,3.12,2.73,0,On Time,1,0.906
1151,1528,630,52,12,12,26,9.6,9.18,0,On Time,1,0.908
1152,906,1796,33,5,6,12,7.84,7.44,0,On Time,1,0.767
1153,2079,1834,39,9,10,30,4.45,5.9,87.02,Moderate Delay,0,0.628
1154,741,27,22,6,5,14,2.95,2.3,0,On Time,1,0.923
1155,450,2190,15,2,2,5,3.79,4.03,14.82,On Time,1,0.787
1156,1258,1056,36,5,7,16,3.85,4.24,23.25,Minor Delay,1,0.813
1157,373,894,18,2,2,2,3.83,5.33,89.99,Moderate Delay,1,0.683
1158,2154,1381,53,9,12,21,9.94,18.38,506.09,Severe Delay,0,0.45
1159,1282,1887,26,7,8,19,2.02,2.8,46.72,Moderate Delay,1,0.841
1160,961,347,34,7,5,15,3.26,3.58,19.02,Minor Delay,1,0.82
1161,29,1856,13,2,1,3,4.81,3.79,0,On Time,1,0.724
1162,292,1321,16,1,2,5,3.65,2.93,0,On Time,1,0.865
1163,1290,435,36,5,7,12,4.33,5.7,82.33,Moderate Delay,1,0.702
1164,890,2116,23,6,7,17,4.41,4.19,0,On Time,1,0.804
1165,572,1229,4,1,4,7,8.41,9.92,90.73,Moderate Delay,0,0.622
1166,147,2123,13,2,3,10,10.16,7.93,0,On Time,1,0.802
1167,1631,247,44,10,12,21,9.14,9.78,37.9,Minor Delay,1,0.816
1168,459,1822,7,1,4,7,8.2,8.36,9.8,On Time,1,0.768
1169,173,537,7,2,1,3,5.14,6.33,71.81,Moderate Delay,1,0.703
1170,32,1686,9,1,3,5,10.35,9.1,0,On Time,1,0.832
1171,67,1607,13,3,1,8,5.37,5.38,0.3,On Time,1,0.848
1172,1211,1708,22,6,8,12,2.31,2.41,6.15,On Time,1,0.847
1173,1213,1546,36,6,5,20,2.86,2.23,0,On Time,1,0.766
1174,1197,471,33,6,8,18,2.06,2.07,0.79,On Time,1,0.823
1175,529,333,5,2,4,6,8.08,7.76,0,On Time,1,0.842
1176,1156,1530,30,6,6,11,8.23,9.28,62.74,Moderate Delay,1,0.754
1177,1790,592,44,11,10,26,3.99,3.11,0,On Time,1,0.762
1178,1457,853,26,5,8,16,2.1,1.64,0,On Time,1,0.756
1179,1580,1081,51,11,11,21,6.81,9.71,174.27,Moderate Delay,1,0.665
1180,2096,1232,52,9,11,26,7.94,6.89,0,On Time,1,0.907
1181,914,1722,36,6,7,16,4.21,6.12,114.75,Moderate Delay,1,0.741
1182,684,2017,4,2,1,8,4.86,4.43,0,On Time,1,0.878
1183,1301,770,28,6,7,15,4.06,4.35,17.18,Minor Delay,1,0.786
1184,1073,813,36,6,7,14,4.37,7.63,195.69,Severe Delay,0,0.685
1185,1310,1895,28,5,7,17,3.83,4.65,49.39,Moderate Delay,1,0.712
1186,1931,401,51,11,12,28,9.16,12.23,184.31,Severe Delay,1,0.465
1187,126,1405,7,3,3,6,10.53,8.22,0,On Time,1,0.789
1188,1635,2138,51,9,9,23,6.89,8.25,81.5,Moderate Delay,0,0.688
1189,1358,222,34,5,5,17,2.83,3.42,35.09,Minor Delay,1,0.678
1190,1042,1562,36,7,7,14,4.23,3.66,0,On Time,1,0.761
1191,2123,1090,39,10,11,29,6.99,7.32,19.83,Minor Delay,1,0.894
1192,1343,1920,31,6,8,11,2.21,2.99,47.12,Moderate Delay,0,0.766
1193,159,1332,6,2,2,2,3.75,3.9,8.58,On Time,1,0.777
1194,333,1763,7,2,3,1,10.53,8.64,0,On Time,1,0.859
1195,1612,454,47,10,9,29,7.17,7.81,38.49,Minor Delay,1,0.927
1196,24,163,17,2,1,8,5.35,5.44,5.46,On Time,1,0.788
1197,601,1227,13,1,4,1,9.08,10.28,71.75,Moderate Delay,1,0.747
1198,1365,1095,25,6,5,19,2.83,2.46,0,On Time,1,0.848
1199,1396,2392,20,5,8,19,2.23,1.74,0,On Time,1,0.75
1200,2108,1053,50,11,11,22,6.95,10.22,196.07,Severe Delay,0,0.573
1201,2054,1083,41,9,12,24,10.08,10.18,5.45,On Time,1,0.862
1202,1341,1995,32,6,5,11,3.25,2.54,0,On Time,1,0.816
1203,1556,1500,53,11,11,23,7.54,9.28,104.68,Moderate Delay,1,0.703
1204,2015,2158,54,10,12,26,9.31,10.93,96.98,Moderate Delay,1,0.665
1205,1039,1531,20,5,7,13,4.16,3.55,0,On Time,1,0.873
1206,612,443,6,1,3,10,10.84,9.4,0,On Time,1,0.802
1207,1054,235,20,6,7,12,4.25,4.71,27.4,Minor Delay,1,0.804
1208,441,2051,3,2,2,10,3.65,4.63,58.75,Moderate Delay,1,0.696
1209,1199,2231,23,7,5,16,2.82,2.9,4.44,On Time,1,0.847
1210,952,2108,29,5,6,17,7.69,7.21,0,On Time,1,0.753
1211,1162,2099,20,8,8,17,2.11,1.91,0,On Time,1,0.794
1212,1733,673,44,11,10,25,4.49,4.69,11.72,On Time,1,0.867
1213,1675,1595,49,11,12,24,9.49,13.8,259.19,Severe Delay,0,0.532
1214,538,1311,5,2,4,5,8.48,10.61,127.85,Moderate Delay,0,0.712
1215,1545,2253,44,10,11,22,6.81,5.7,0,On Time,1,0.823
1216,1613,1547,46,10,11,27,7.95,9.91,117.7,Moderate Delay,1,0.668
1217,2045,178,49,9,10,29,4.39,5.05,39.52,Minor Delay,0,0.788
1218,1327,469,24,7,5,19,2.93,2.77,0,On Time,1,0.869
1219,1132,14,22,6,5,14,2.99,2.85,0,On Time,1,0.889
1220,1626,1394,42,9,9,22,7.36,7.81,26.71,Minor Delay,1,0.785
1221,116,1017,4,2,2,5,3.28,3.34,4.09,On Time,1,0.898
1222,912,1958,36,5,7,18,3.77,4.17,24.15,Minor Delay,1,0.75
1223,1062,1513,20,6,6,17,8.27,6.45,0,On Time,1,0.833
1224,447,1306,3,3,3,8,9.74,8.72,0,On Time,1,0.893
1225,749,1201,30,6,8,14,1.98,2.27,17.09,Minor Delay,1,0.899
1226,1377,28,24,5,8,17,2.24,1.75,0,On Time,1,0.719
1227,1013,927,21,6,5,13,2.87,2.24,0,On Time,1,0.83
1228,1242,1479,28,5,6,18,7.46,8.39,55.62,Moderate Delay,1,0.748
1229,2164,781,48,9,10,29,4.43,6.66,133.73,Moderate Delay,0,0.754
1230,1744,1192,51,10,9,26,6.54,7.79,74.69,Moderate Delay,1,0.77
1231,1803,1946,46,9,11,25,6.81,8.27,87.94,Moderate Delay,1,0.681
1232,133,807,8,1,2,3,3.33,4.67,80.67,Moderate Delay,0,0.679
1233,2111,7,42,10,12,22,10.24,20.03,587.47,Severe Delay,0,0.45
1234,964,1335,33,7,6,11,8.5,7.2,0,On Time,1,0.829
1235,470,1342,2,3,3,1,11.25,8.78,0,On Time,1,0.822
1236,450,246,17,1,2,8,3.75,2.93,0,On Time,1,0.832
1237,82,646,8,1,1,9,5.41,6.89,88.71,Moderate Delay,1,0.679
1238,2158,1412,50,9,9,22,7.53,7.95,25.46,Minor Delay,1,0.797
1239,2094,674,44,10,12,24,10.0,12.17,130.39,Moderate Delay,0,0.727
1240,1088,1906,27,6,7,14,3.85,5.58,103.53,Moderate Delay,1,0.819
1241,1339,2483,21,7,8,14,2.24,2.54,17.9,Minor Delay,1,0.878
1242,77,1142,17,1,1,2,4.77,4.22,0,On Time,1,0.874
1243,851,2496,27,5,8,11,2.24,2.47,13.84,On Time,1,0.781
1244,1827,335,50,10,10,28,4.21,4.76,33.01,Minor Delay,1,0.686
1245,378,343,14,1,1,1,5.42,5.3,0,On Time,1,0.742
1246,518,1292,5,4,3,9,10.91,11.44,32.23,Minor Delay,1,0.845
1247,46,835,18,1,4,5,7.95,8.8,50.83,Moderate Delay,1,0.769
1248,1505,1902,52,9,9,29,6.58,9.51,175.79,Moderate Delay,0,0.646
1249,1478,545,37,10,11,25,7.67,7.67,0.51,On Time,1,0.869
1250,1975,1304,39,10,12,29,9.51,12.26,164.96,Moderate Delay,1,0.657
1251,1543,429,46,10,10,21,4.33,4.52,11.31,On Time,1,0.81
1252,1257,1295,21,6,6,14,8.14,7.51,0,On Time,1,0.925
1253,2152,1008,49,10,10,29,4.01,3.83,0,On Time,1,0.851
1254,256,1459,6,2,1,10,4.99,5.32,20.29,Minor Delay,1,0.748
1255,2185,1065,41,9,9,26,7.35,9.75,144.31,Moderate Delay,1,0.707
1256,1226,2224,30,6,7,12,3.9,3.69,0,On Time,1,0.806
1257,1525,1208,52,10,10,29,4.04,4.89,51.08,Moderate Delay,1,0.848
1258,787,1183,25,6,8,18,2.16,2.22,3.66,On Time,1,0.814
1259,806,1189,27,6,8,11,2.02,2.19,9.77,On Time,1,0.815
1260,1365,2349,22,5,7,14,4.24,5.9,99.22,Moderate Delay,0,0.807
1261,321,1087,13,1,2,9,3.75,3.16,0,On Time,0,0.797
1262,1574,755,42,10,10,23,3.88,6.24,142.08,Moderate Delay,0,0.69
1263,1257,747,23,6,8,19,2.11,1.79,0,On Time,1,0.854
1264,1941,2090,52,9,11,29,7.1,9.29,131.38,Moderate Delay,1,0.761
1265,1657,732,48,9,10,21,3.95,6.79,170.02,Moderate Delay,0,0.65
1266,517,2352,16,2,3,5,10.75,11.72,57.9,Moderate Delay,1,0.811
1267,464,1143,10,2,2,9,3.8,4.23,25.51,Minor Delay,1,0.848
1268,991,1931,29,6,7,12,4.25,4.77,31.12,Minor Delay,1,0.787
1269,10,1441,7,2,4,9,8.61,6.72,0,On Time,1,0.833
1270,511,1231,7,3,3,10,11.24,11.89,39.08,Minor Delay,0,0.707
1271,62,1775,1,2,4,10,7.98,6.89,0,On Time,1,0.767
1272,1659,136,53,9,12,25,9.34,11.31,118.21,Moderate Delay,1,0.717
1273,1493,2172,52,10,9,28,6.76,8.71,117.3,Moderate Delay,0,0.643
1274,57,1233,12,3,2,3,3.34,3.24,0,On Time,1,0.712
1275,595,1573,3,3,4,1,8.62,7.26,0,On Time,1,0.776
1276,294,85,16,3,2,7,3.81,5.13,78.72,Moderate Delay,0,0.729
1277,1584,1269,50,9,10,22,4.23,5.57,80.26,Moderate Delay,1,0.841
1278,906,2013,29,7,8,16,2.0,2.4,24.09,Minor Delay,1,0.787
1279,615,2416,14,1,2,8,3.74,5.54,108.07,Moderate Delay,0,0.645
1280,613,1450,14,1,3,8,9.93,7.74,0,On Time,1,0.858
1281,2105,2487,48,12,10,24,4.53,4.16,0,On Time,1,0.84
1282,295,74,17,2,2,8,3.42,4.94,90.92,Moderate Delay,1,0.721
1283,1060,417,28,5,8,15,1.96,2.14,10.42,On Time,1,0.836
1284,429,2065,17,2,4,4,7.98,10.43,146.79,Moderate Delay,1,0.622
1285,847,2221,32,5,7,14,4.0,3.7,0,On Time,1,0.795
1286,1904,798,42,12,11,24,7.31,8.16,50.72,Moderate Delay,1,0.808
1287,440,485,3,1,2,1,3.29,4.59,78.06,Moderate Delay,0,0.742
1288,299,1602,3,2,4,10,8.32,8.11,0,On Time,1,0.776
1289,1322,2317,33,5,8,14,2.1,1.64,0,On Time,1,0.86
1290,2168,1074,54,9,12,22,9.27,15.58,379.0,Severe Delay,0,0.452
1291,1733,1230,52,11,12,29,9.33,12.52,191.7,Severe Delay,0,0.681
1292,1841,19,42,9,11,21,7.35,8.89,92.0,Moderate Delay,1,0.67
1293,555,105,8,3,2,8,3.76,4.75,59.19,Moderate Delay,0,0.836
1294,1197,352,26,5,7,11,3.93,4.1,10.09,On Time,1,0.863
1295,770,104,27,7,5,18,3.09,2.41,0,On Time,1,0.916
1296,382,1545,1,1,1,2,5.13,7.43,138.16,Moderate Delay,1,0.759
1297,1485,2443,52,9,9,26,7.14,10.99,231.22,Severe Delay,1,0.623
1298,1520,2115,52,9,11,27,6.93,8.07,68.61,Moderate Delay,1,0.626
1299,2034,1865,39,9,12,23,10.12,12.15,121.89,Moderate Delay,0,0.632
1300,1329,1975,24,6,8,13,2.2,2.44,14.07,On Time,1,0.845
1301,1939,1032,53,10,11,21,7.84,10.52,160.87,Moderate Delay,1,0.661
1302,1022,752,21,5,6,17,7.66,7.83,10.34,On Time,1,0.778
1303,1347,1438,31,8,8,18,2.28,2.38,5.79,On Time,1,0.777
1304,26,1537,7,3,1,10,4.79,3.94,0,On Time,1,0.713
1305,261,1693,16,2,1,5,4.75,3.7,0,On Time,1,0.859
1306,1599,525,41,10,9,26,7.01,9.03,121.22,Moderate Delay,1,0.697
1307,1675,861,38,9,12,30,9.84,8.86,0,On Time,1,0.765
1308,1075,146,30,5,7,19,3.76,3.19,0,On Time,1,0.799
1309,17,1714,3,1,2,4,3.32,3.46,8.06,On Time,1,0.821
1310,1953,503,50,9,12,24,8.97,11.59,157.06,Moderate Delay,1,0.689
1311,1162,2129,30,6,7,12,4.17,4.26,5.06,On Time,0,0.79
1312,1258,1165,32,6,8,17,2.06,1.64,0,On Time,1,0.81
1313,71,160,13,3,3,8,10.62,10.23,0,On Time,0,0.917
1314,496,2041,15,2,3,2,10.28,8.02,0,On Time,0,0.88
1315,2115,400,44,12,11,24,7.93,11.13,191.9,Severe Delay,1,0.674
1316,196,619,5,1,4,9,8.06,8.4,20.38,Minor Delay,0,0.8
1317,824,1296,28,6,8,13,2.12,2.14,0.88,On Time,1,0.775
1318,288,1685,7,2,1,9,5.16,5.28,6.97,On Time,0,0.783
1319,229,1187,6,1,1,3,5.41,6.57,69.92,Moderate Delay,1,0.706
1320,543,481,17,3,2,5,3.68,5.14,87.45,Moderate Delay,1,0.736
1321,626,2450,1,2,4,1,8.27,12.16,233.24,Severe Delay,1,0.549
1322,483,501,6,1,1,2,5.09,5.1,0.96,On Time,1,0.921
1323,1146,114,23,5,7,13,3.95,4.59,38.13,Minor Delay,0,0.766
1324,570,1108,5,1,4,9,8.77,8.47,0,On Time,1,0.833
1325,663,1130,7,1,4,4,8.75,9.36,36.87,Minor Delay,1,0.776
1326,1203,2147,19,7,8,13,2.19,1.92,0,On Time,1,0.801
1327,1361,195,35,7,5,19,3.22,3.03,0,On Time,1,0.689
1328,1434,585,23,6,8,12,1.96,2.26,17.76,Minor Delay,1,0.768
1329,1405,176,19,6,8,18,2.02,1.58,0,On Time,1,0.848
1330,2150,1835,46,9,12,22,9.5,15.37,352.26,Severe Delay,0,0.45
1331,2134,188,37,9,12,26,9.77,19.85,605.04,Severe Delay,0,0.45
1332,119,1826,16,1,1,8,4.98,5.31,19.84,Minor Delay,1,0.895
1333,748,9,27,5,7,14,4.19,3.26,0,On Time,1,0.922
1334,1629,1542,47,10,11,29,6.8,6.69,0,On Time,1,0.846
1335,1262,65,26,5,7,11,4.03,3.7,0,On Time,1,0.815
1336,1103,1919,33,6,7,14,3.85,5.28,85.66,Moderate Delay,1,0.707
1337,2101,1149,49,11,12,27,9.87,12.0,127.79,Moderate Delay,0,0.522
1338,972,647,33,6,7,14,4.3,5.82,91.2,Moderate Delay,1,0.782
1339,1385,2067,21,5,8,11,2.2,2.52,18.91,Minor Delay,1,0.792
1340,1164,987,28,7,6,15,8.33,6.5,0,On Time,1,0.845
1341,412,657,4,1,3,8,10.62,9.62,0,On Time,1,0.882
1342,2029,388,45,9,9,25,7.23,7.76,32.11,Minor Delay,1,0.773
1343,1265,1237,28,5,7,15,4.23,4.29,3.98,On Time,1,0.812
1344,2109,845,47,10,11,22,7.35,11.25,234.02,Severe Delay,0,0.588
1345,123,512,18,1,1,4,4.78,5.76,58.78,Moderate Delay,1,0.758
1346,902,1800,32,6,6,13,8.66,6.75,0,On Time,1,0.865
1347,1842,1344,39,12,10,26,4.31,5.29,58.33,Moderate Delay,0,0.789
1348,441,280,14,2,3,7,10.05,7.84,0,On Time,1,0.812
1349,1399,1128,27,6,7,20,3.77,3.31,0,On Time,1,0.714
1350,2075,557,39,11,10,29,4.43,5.98,93.21,Moderate Delay,0,0.805
1351,565,1417,1,1,2,9,3.76,3.73,0,On Time,1,0.669
1352,441,472,13,2,1,9,4.96,4.19,0,On Time,1,0.866
1353,1406,2267,27,7,5,14,2.91,2.44,0,On Time,1,0.924
1354,1369,925,27,6,8,15,1.99,1.95,0,On Time,1,0.816
1355,2141,1358,44,9,9,21,6.64,7.53,53.46,Moderate Delay,1,0.765
1356,183,1037,18,1,1,2,5.18,5.23,2.77,On Time,1,0.863
1357,1301,1593,23,5,5,19,2.92,2.34,0,On Time,1,0.864
1358,606,1509,10,1,1,7,5.53,6.65,67.16,Moderate Delay,1,0.713
1359,1045,1346,23,5,7,16,4.27,4.26,0,On Time,1,0.81
1360,1009,2014,36,5,7,11,4.18,4.43,14.95,On Time,0,0.74
1361,1327,1817,34,6,5,16,3.16,2.6,0,On Time,1,0.799
1362,425,242,16,1,4,2,8.72,8.07,0,On Time,1,0.868
1363,51,1466,14,2,1,2,4.89,4.45,0,On Time,1,0.918
1364,2130,33,43,11,9,25,7.26,10.86,216.26,Severe Delay,0,0.588
1365,1376,659,19,7,7,14,4.15,3.65,0,On Time,1,0.842
1366,1761,349,44,10,9,28,6.84,10.01,189.95,Severe Delay,0,0.618
1367,1382,609,34,5,5,20,3.11,2.76,0,On Time,1,0.679
1368,2081,2160,41,9,10,21,3.9,5.46,93.48,Moderate Delay,1,0.67
1369,123,2074,7,1,3,4,10.63,9.13,0,On Time,1,0.847
1370,1178,1672,25,5,8,13,2.07,1.61,0,On Time,1,0.871
1371,334,1,12,1,4,10,8.14,8.61,28.0,Minor Delay,1,0.73
1372,1932,1605,54,12,11,23,7.22,7.39,10.03,On Time,1,0.833
1373,1195,106,26,7,8,14,2.15,2.69,32.49,Minor Delay,1,0.777
1374,1233,1443,36,5,7,12,3.87,4.1,13.43,On Time,1,0.779
1375,1342,314,30,7,6,15,8.65,11.36,162.48,Moderate Delay,1,0.676
1376,1292,957,27,5,8,20,2.28,3.12,49.91,Moderate Delay,1,0.749
1377,1547,1862,41,9,12,22,8.92,11.35,145.83,Moderate Delay,1,0.746
1378,1210,708,23,5,5,16,3.02,3.72,41.66,Minor Delay,1,0.821
1379,343,789,11,2,4,5,8.91,10.18,76.25,Moderate Delay,1,0.704
1380,1059,1596,36,7,7,11,4.37,4.6,13.77,On Time,1,0.76
1381,1234,1144,34,6,7,11,4.08,3.18,0,On Time,1,0.81
1382,996,384,29,6,7,14,4.41,4.47,3.35,On Time,1,0.818
1383,1154,1034,32,7,6,18,7.89,7.87,0,On Time,0,0.805
1384,2146,792,41,10,9,22,7.21,6.18,0,On Time,1,0.829
1385,1304,594,23,7,8,18,2.11,2.04,0,On Time,1,0.737
1386,1362,2448,25,5,7,18,4.07,4.07,0,On Time,1,0.824
1387,79,75,17,1,3,6,10.09,9.09,0,On Time,0,0.853
1388,1643,1507,46,9,11,29,6.81,8.62,108.41,Moderate Delay,1,0.738
1389,536,2199,15,3,2,7,3.58,6.54,177.96,Moderate Delay,1,0.631
1390,1684,2219,44,9,9,22,6.5,6.49,0,On Time,1,0.84
1391,721,921,12,2,4,7,8.44,10.02,94.54,Moderate Delay,1,0.755
1392,641,797,13,2,4,7,8.09,6.31,0,On Time,1,0.802
1393,1061,382,30,6,6,18,7.76,8.17,24.88,Minor Delay,1,0.774
1394,1061,2298,29,6,5,14,3.24,3.0,0,On Time,1,0.831
1395,975,2145,26,7,6,13,7.96,6.36,0,On Time,1,0.816
1396,2043,2308,47,10,11,26,7.71,8.05,20.55,Minor Delay,0,0.734
1397,1469,1558,38,9,10,22,4.21,5.1,53.51,Moderate Delay,1,0.83
1398,1057,2407,30,5,8,18,1.99,1.6,0,On Time,1,0.851
1399,1466,950,51,11,11,28,7.74,8.15,24.7,Minor Delay,1,0.701
1400,324,1877,17,1,4,2,8.35,9.46,66.43,Moderate Delay,0,0.824
1401,1229,1739,36,7,7,14,4.06,3.17,0,On Time,1,0.819
1402,102,2095,15,2,2,10,3.42,3.95,31.8,Minor Delay,1,0.725
1403,1385,121,28,6,5,15,3.29,4.41,66.83,Moderate Delay,1,0.725
1404,1460,664,31,5,6,13,7.39,5.76,0,On Time,1,0.862
1405,1148,559,35,7,5,13,3.25,2.7,0,On Time,1,0.845
1406,210,1133,8,4,2,9,3.85,5.09,74.39,Moderate Delay,0,0.705
1407,1821,1858,51,9,10,21,4.34,5.04,41.87,Minor Delay,1,0.78
1408,1804,844,45,9,11,21,7.83,8.49,39.69,Minor Delay,1,0.759
1409,544,1613,18,3,4,7,8.76,8.11,0,On Time,1,0.795
1410,314,125,16,1,1,2,4.93,6.24,78.46,Moderate Delay,1,0.891
1411,572,1610,13,2,2,2,3.35,4.43,64.59,Moderate Delay,1,0.833
1412,1817,294,44,10,11,27,6.81,7.86,63.09,Moderate Delay,1,0.654
1413,389,2415,16,1,2,9,3.45,4.7,75.38,Moderate Delay,1,0.711
1414,194,190,17,2,4,5,8.11,7.64,0,On Time,1,0.898
1415,937,1803,31,6,8,14,2.18,2.19,0.46,On Time,1,0.805
1416,625,910,10,2,2,7,3.81,6.19,142.81,Moderate Delay,1,0.583
1417,2022,944,38,9,12,22,8.88,13.05,250.42,Severe Delay,0,0.646
1418,2076,2182,40,12,9,26,6.51,8.75,133.98,Moderate Delay,1,0.674
1419,1276,1578,33,6,7,17,3.91,4.51,36.18,Minor Delay,1,0.732
1420,2128,364,37,11,10,24,4.26,5.02,45.38,Moderate Delay,0,0.791
1421,1006,2312,28,6,8,19,2.2,3.88,101.17,Moderate Delay,1,0.704
1422,1564,849,37,10,12,30,9.44,10.69,74.81,Moderate Delay,1,0.622
1423,1212,1355,22,6,8,20,2.11,2.73,37.16,Minor Delay,1,0.735
1424,775,1308,22,7,5,16,2.91,2.38,0,On Time,1,0.795
1425,676,499,9,3,1,9,4.76,5.11,21.07,Minor Delay,1,0.798
1426,1157,1354,22,5,6,18,8.68,10.78,126.42,Moderate Delay,0,0.69
1427,978,217,34,7,8,13,2.13,2.32,11.48,On Time,1,0.896
1428,65,1552,4,1,3,4,10.7,8.35,0,On Time,1,0.709
1429,828,299,22,7,5,15,3.02,2.73,0,On Time,1,0.79
1430,1017,1211,23,5,8,19,2.24,2.12,0,On Time,1,0.764
1431,2175,2391,50,12,9,27,7.43,12.45,301.16,Severe Delay,0,0.465
1432,2046,1868,50,9,12,24,8.84,6.89,0,On Time,1,0.777
1433,141,369,8,1,2,6,3.77,5.19,85.17,Moderate Delay,0,0.676
1434,54,1812,13,3,4,5,9.33,10.3,57.96,Moderate Delay,1,0.76
1435,528,2499,5,2,2,9,3.56,3.56,0.02,On Time,1,0.755
1436,116,777,1,1,4,10,8.78,10.41,97.59,Moderate Delay,1,0.704
1437,1529,462,45,10,12,23,9.5,14.21,282.75,Severe Delay,0,0.53
1438,481,2442,3,3,3,10,9.81,12.64,169.92,Moderate Delay,0,0.607
