fact_satisfaction_id,sk_date,sk_client,sk_order,satisfaction_score,satisfaction_band,complaint_flag,nps_class,resolution_hours
1514,1439,19,2399,4.7,Excellent,0,Promoter,58.2
1515,495,2,723,4.1,Good,0,Passive,35.41
1516,1300,13,742,4.2,Good,1,Passive,58.05
1517,130,3,1214,4.2,Good,0,Passive,35.18
1518,801,17,1406,4.6,Excellent,1,Promoter,71.21
1519,1205,15,713,4.1,Good,0,Passive,26.92
1520,894,17,322,3.7,Average,1,Passive,129.59
1521,1089,11,1731,4.6,Excellent,0,Promoter,46.44
1522,343,9,208,4.8,Excellent,0,Promoter,41.63
1523,1329,14,899,4.8,Excellent,0,Promoter,24.45
1524,1318,20,1302,4.0,Good,1,Passive,42.28
1525,806,20,1798,5.0,Excellent,0,Promoter,37.0
1526,1664,23,2034,4.7,Excellent,0,Promoter,57.06
1527,233,7,1767,3.6,Average,0,Passive,27.05
1528,1891,27,967,3.3,Average,0,Detractor,7.43
1529,2101,26,358,3.8,Average,1,Passive,44.28
1530,1027,13,1915,5.0,Excellent,0,Promoter,19.87
1531,734,17,858,4.1,Good,0,Passive,19.35
1532,1071,14,1303,4.5,Excellent,0,Promoter,6.53
1533,2155,24,1599,4.0,Good,0,Passive,38.22
1534,707,10,908,4.0,Good,0,Passive,42.64
1535,2065,22,1725,4.7,Excellent,0,Promoter,14.29
1536,293,5,116,4.2,Good,0,Passive,66.13
1537,2191,25,492,4.3,Good,0,Passive,48.81
1538,1495,29,416,3.7,Average,0,Passive,15.61
1539,839,18,313,3.5,Average,1,Passive,47.05
1540,1294,14,606,4.3,Good,0,Passive,19.36
1541,1174,16,1687,4.2,Good,1,Passive,107.17
1542,942,18,2076,3.7,Average,0,Passive,15.38
1543,1201,14,6,5.0,Excellent,0,Promoter,29.62
1544,450,5,1664,4.8,Excellent,0,Promoter,13.54
1545,1893,29,2494,3.9,Average,0,Passive,33.74
1546,1218,13,1832,4.1,Good,1,Passive,145.21
1547,1316,15,639,4.8,Excellent,0,Promoter,46.33
1548,2153,23,2213,4.6,Excellent,0,Promoter,24.95
1549,930,18,1891,3.7,Average,1,Passive,76.69
1550,554,10,1137,4.3,Good,0,Passive,61.03
1551,2096,26,1928,3.9,Average,1,Passive,11.35
1552,130,8,1911,4.9,Excellent,0,Promoter,47.58
1553,823,14,2198,4.6,Excellent,0,Promoter,46.01
1554,272,10,1276,2.9,Poor,1,Detractor,66.81
1555,1672,26,1743,3.8,Average,0,Passive,22.05
1556,378,5,1932,4.1,Good,1,Passive,89.04
1557,1042,18,2385,4.5,Excellent,0,Promoter,31.28
1558,1713,28,1553,3.2,Average,0,Detractor,71.96
1559,1239,19,701,3.3,Average,1,Detractor,149.02
1560,1971,26,1861,3.7,Average,0,Passive,61.03
1561,696,4,2426,3.9,Average,1,Passive,148.68
1562,2154,29,1688,4.5,Excellent,0,Promoter,30.13
1563,1290,14,2000,5.0,Excellent,0,Promoter,15.11
1564,2125,27,2178,4.9,Excellent,0,Promoter,22.5
1565,2039,22,881,4.4,Good,0,Passive,43.69
1566,695,8,1706,4.0,Good,0,Passive,29.59
1567,254,2,48,3.8,Average,0,Passive,73.33
1568,1235,14,216,4.3,Good,1,Passive,26.44
1569,250,4,1705,4.8,Excellent,0,Promoter,40.44
1570,1979,29,658,3.6,Average,1,Passive,108.83
1571,1285,15,945,4.2,Good,0,Passive,86.12
1572,1274,20,1376,4.7,Excellent,0,Promoter,4.22
1573,1906,21,2396,3.6,Average,0,Passive,7.71
1574,2044,23,23,4.1,Good,0,Passive,52.61
1575,1825,25,550,4.0,Good,1,Passive,132.44
1576,443,6,558,4.6,Excellent,1,Promoter,43.54
1577,321,5,1310,5.0,Excellent,0,Promoter,79.13
1578,1379,18,1455,4.4,Good,0,Passive,85.95
1579,1540,30,1241,3.2,Average,0,Detractor,16.56
1580,160,7,734,3.7,Average,0,Passive,54.53
1581,1479,22,1446,3.8,Average,1,Passive,56.91
1582,821,14,2468,4.3,Good,1,Passive,145.19
1583,675,7,1905,4.7,Excellent,0,Promoter,16.96
1584,1184,12,179,4.2,Good,0,Passive,15.4
1585,295,9,1904,3.9,Average,1,Passive,80.6
1586,1154,19,2464,4.9,Excellent,0,Promoter,61.89
1587,735,14,2338,3.8,Average,1,Passive,30.95
1588,1735,21,533,3.8,Average,1,Passive,93.06
1589,1620,23,1340,4.0,Good,0,Passive,63.34
1590,1855,23,1093,4.9,Excellent,0,Promoter,31.4
1591,700,9,795,4.5,Excellent,1,Promoter,50.35
1592,197,2,1759,4.1,Good,0,Passive,18.21
1593,1997,23,788,4.6,Excellent,0,Promoter,63.51
1594,1436,16,972,5.0,Excellent,0,Promoter,64.66
1595,1343,12,1799,4.0,Good,0,Passive,61.64
1596,1733,21,108,3.3,Average,1,Detractor,6.29
1597,1428,16,2251,4.1,Good,1,Passive,19.94
1598,787,12,120,4.0,Good,0,Passive,18.39
1599,826,13,2466,4.5,Excellent,0,Promoter,45.75
1600,1784,21,1577,4.7,Excellent,0,Promoter,49.42
1601,1147,13,1256,4.9,Excellent,0,Promoter,13.76
1602,118,4,1626,3.9,Average,0,Passive,43.96
1603,1641,23,1218,4.8,Excellent,0,Promoter,75.18
1604,94,6,1243,4.9,Excellent,0,Promoter,53.74
1605,1190,16,340,3.8,Average,0,Passive,79.8
1606,1103,15,1517,4.0,Good,1,Passive,51.37
1607,554,6,2390,4.1,Good,1,Passive,40.88
1608,236,8,219,3.1,Average,1,Detractor,72.03
1609,474,7,763,3.1,Average,1,Detractor,65.74
1610,1912,23,1415,4.9,Excellent,1,Promoter,62.53
1611,1331,11,1745,4.4,Good,0,Passive,66.48
1612,994,11,717,4.7,Excellent,1,Promoter,103.24
1613,59,7,1052,3.8,Average,1,Passive,46.24
1614,11,5,345,3.9,Average,0,Passive,62.29
1615,264,8,1784,3.7,Average,1,Passive,36.05
1616,973,13,1982,3.8,Average,0,Passive,22.45
1617,1121,13,2209,4.8,Excellent,0,Promoter,18.15
1618,407,6,1646,4.7,Excellent,0,Promoter,5.15
1619,1558,22,2432,3.8,Average,0,Passive,42.04
1620,1875,22,55,4.2,Good,0,Passive,47.44
1621,1212,19,878,4.5,Excellent,0,Promoter,73.85
1622,1079,16,1659,5.0,Excellent,0,Promoter,28.78
1623,327,2,2260,3.9,Average,0,Passive,74.87
1624,1617,21,1204,4.5,Excellent,0,Promoter,34.46
1625,976,16,1473,3.1,Average,1,Detractor,58.79
1626,522,5,2327,4.7,Excellent,0,Promoter,82.11
1627,1839,27,1649,3.8,Average,0,Passive,22.54
1628,1193,18,1689,4.7,Excellent,0,Promoter,49.35
1629,1254,17,310,3.9,Average,0,Passive,7.97
1630,1430,14,1985,4.7,Excellent,1,Promoter,128.68
1631,1351,11,337,4.1,Good,0,Passive,59.06
1632,64,2,1245,5.0,Excellent,0,Promoter,53.5
1633,532,10,2164,4.0,Good,1,Passive,82.53
1634,1081,11,1732,4.2,Good,0,Passive,30.15
1635,615,8,230,3.6,Average,1,Passive,62.87
1636,1242,13,2323,4.8,Excellent,0,Promoter,52.57
1637,1095,17,1912,3.5,Average,1,Passive,149.88
1638,2093,29,1838,4.2,Good,0,Passive,20.77
1639,277,7,588,4.3,Good,1,Passive,92.71
1640,1100,12,698,4.6,Excellent,0,Promoter,72.36
1641,2190,27,834,4.0,Good,0,Passive,14.96
1642,573,2,1770,4.3,Good,0,Passive,29.27
1643,1916,29,309,3.7,Average,0,Passive,60.13
1644,1142,16,338,4.2,Good,0,Passive,81.9
1645,210,8,466,3.9,Average,0,Passive,62.12
1646,1936,28,1811,4.4,Good,0,Passive,49.73
1647,459,2,706,5.0,Excellent,0,Promoter,61.81
1648,813,13,634,4.9,Excellent,0,Promoter,54.59
1649,1321,17,61,4.1,Good,0,Passive,32.79
1650,1750,25,1955,3.4,Average,0,Detractor,65.89
1651,505,2,1132,4.9,Excellent,0,Promoter,38.98
1652,1280,19,1690,3.8,Average,0,Passive,15.46
1653,616,1,2038,3.3,Average,0,Detractor,66.34
1654,223,2,399,4.6,Excellent,0,Promoter,22.57
1655,301,5,527,4.1,Good,0,Passive,83.54
1656,188,5,2001,5.0,Excellent,0,Promoter,64.35
1657,4,9,2192,4.7,Excellent,0,Promoter,58.33
1658,82,6,2142,4.7,Excellent,0,Promoter,107.05
1659,131,6,721,4.0,Good,0,Passive,17.05
1660,481,5,2225,4.3,Good,0,Passive,33.26
1661,813,13,1621,4.3,Good,0,Passive,39.32
1662,1860,23,760,3.5,Average,0,Passive,41.87
1663,1994,21,1850,3.9,Average,0,Passive,67.04
1664,366,5,719,4.7,Excellent,0,Promoter,11.24
1665,1470,25,119,4.1,Good,0,Passive,55.56
1666,1787,21,593,3.3,Average,0,Detractor,75.19
1667,1087,11,784,3.6,Average,1,Passive,105.63
1668,98,1,450,4.4,Good,0,Passive,49.35
1669,754,20,879,4.6,Excellent,1,Promoter,98.73
1670,523,9,1089,4.6,Excellent,0,Promoter,2.61
1671,1429,17,1900,4.2,Good,0,Passive,55.84
1672,797,17,1045,4.5,Excellent,0,Promoter,49.14
1673,443,1,1574,3.5,Average,1,Passive,117.33
1674,1308,11,1264,4.2,Good,0,Passive,26.06
1675,1020,16,325,4.1,Good,0,Passive,28.18
1676,765,13,1067,4.4,Good,0,Passive,11.1
1677,1519,25,1903,4.0,Good,1,Passive,111.32
1678,844,17,447,4.0,Good,0,Passive,96.89
1679,1831,24,496,3.4,Average,0,Detractor,26.12
1680,1105,15,2105,3.0,Average,1,Detractor,90.37
1681,462,7,2454,4.2,Good,0,Passive,38.61
1682,389,6,385,3.6,Average,0,Passive,77.85
1683,2036,25,1186,4.9,Excellent,0,Promoter,39.04
1684,1447,13,59,5.0,Excellent,0,Promoter,39.85
1685,868,14,1640,4.7,Excellent,0,Promoter,45.16
1686,629,4,1260,5.0,Excellent,0,Promoter,29.79
1687,1212,15,1713,3.8,Average,1,Passive,147.82
1688,1530,22,2064,3.8,Average,1,Passive,148.62
1689,1352,13,1842,4.4,Good,1,Passive,84.39
1690,2005,26,80,3.3,Average,1,Detractor,176.26
1691,449,1,1013,4.3,Good,0,Passive,62.96
1692,624,10,757,4.4,Good,0,Passive,19.34
1693,1823,22,398,4.1,Good,1,Passive,91.73
1694,1429,11,1896,4.2,Good,1,Passive,118.54
1695,818,11,477,5.0,Excellent,0,Promoter,72.99
1696,737,17,1293,3.8,Average,0,Passive,58.72
1697,581,7,549,3.7,Average,1,Passive,60.96
1698,867,14,41,4.9,Excellent,0,Promoter,34.91
1699,1306,16,445,4.4,Good,0,Passive,19.36
1700,475,10,1616,3.2,Average,1,Detractor,92.32
1701,882,18,2281,4.5,Excellent,0,Promoter,67.01
1702,1322,19,746,4.0,Good,0,Passive,59.83
1703,2188,21,864,3.4,Average,0,Detractor,65.0
1704,1833,24,226,2.3,Poor,1,Detractor,49.08
1705,1670,25,1636,4.3,Good,0,Passive,49.59
1706,1831,25,1039,3.7,Average,1,Passive,74.6
1707,794,19,1400,4.3,Good,1,Passive,159.05
1708,162,7,1339,3.8,Average,0,Passive,77.57
1709,960,14,1313,3.9,Average,1,Passive,61.87
1710,645,1,1289,4.4,Good,0,Passive,15.45
1711,1510,23,822,4.5,Excellent,0,Promoter,68.02
1712,1419,17,2389,3.5,Average,1,Passive,80.98
1713,297,4,1215,4.7,Excellent,0,Promoter,21.98
1714,1301,13,1591,4.1,Good,1,Passive,219.31
1715,104,6,432,4.5,Excellent,0,Promoter,67.03
1716,1784,29,2459,3.5,Average,1,Passive,141.69
1717,1831,27,748,4.0,Good,0,Passive,19.43
1718,1188,16,26,4.0,Good,0,Passive,10.85
1719,1144,19,1453,4.8,Excellent,0,Promoter,66.61
1720,483,2,2463,4.6,Excellent,0,Promoter,56.38
1721,146,9,2397,4.0,Good,0,Passive,52.57
1722,1473,23,1654,4.2,Good,0,Passive,33.37
1723,1121,16,1388,3.7,Average,0,Passive,11.24
1724,1363,13,1359,4.2,Good,1,Passive,132.42
1725,208,3,1765,4.0,Good,0,Passive,9.83
1726,2118,30,334,3.6,Average,0,Passive,97.65
1727,1725,24,1028,4.6,Excellent,0,Promoter,64.01
1728,1437,11,1278,4.6,Excellent,0,Promoter,50.09
1729,84,5,2027,4.7,Excellent,1,Promoter,168.32
1730,681,5,847,4.6,Excellent,0,Promoter,20.17
1731,1791,26,2046,2.8,Poor,1,Detractor,118.4
1732,1595,24,1251,4.5,Excellent,0,Promoter,25.83
1733,1225,16,2284,4.7,Excellent,0,Promoter,29.55
1734,725,7,1338,3.5,Average,1,Passive,75.24
1735,1206,13,187,4.4,Good,1,Passive,80.58
1736,450,9,1161,4.8,Excellent,0,Promoter,14.65
1737,1079,11,245,5.0,Excellent,0,Promoter,22.24
1738,332,7,1330,3.6,Average,0,Passive,63.11
1739,1533,29,265,5.0,Excellent,0,Promoter,57.37
1740,1091,14,1938,4.5,Excellent,1,Promoter,52.7
1741,1557,23,2053,3.6,Average,0,Passive,75.07
1742,1536,22,1191,5.0,Excellent,0,Promoter,64.99
1743,447,9,201,4.4,Good,1,Passive,90.81
1744,1572,23,662,3.2,Average,0,Detractor,24.31
1745,1959,26,331,4.3,Good,0,Passive,86.97
1746,2067,27,1565,3.1,Average,1,Detractor,55.69
1747,801,13,982,4.4,Good,0,Passive,45.96
1748,1950,30,2293,4.2,Good,0,Passive,87.12
1749,615,10,442,4.1,Good,0,Passive,86.69
1750,2151,23,2393,4.3,Good,0,Passive,81.67
1751,2074,28,199,4.5,Excellent,1,Promoter,73.9
1752,955,20,2431,4.2,Good,1,Passive,135.8
1753,1916,21,194,3.7,Average,0,Passive,8.24
1754,1536,24,390,4.5,Excellent,0,Promoter,23.56
1755,1124,16,2214,3.8,Average,1,Passive,155.69
1756,1422,15,498,4.3,Good,0,Passive,101.53
1757,1366,16,901,4.2,Good,0,Passive,52.28
1758,1705,29,1772,3.5,Average,0,Passive,25.54
1759,1190,20,1286,4.1,Good,1,Passive,56.91
1760,1197,13,224,4.9,Excellent,0,Promoter,28.33
1761,723,8,750,4.6,Excellent,0,Promoter,3.79
1762,1972,28,2422,4.6,Excellent,0,Promoter,62.06
1763,1174,16,282,3.9,Average,1,Passive,20.91
1764,1572,25,1134,4.4,Good,0,Passive,11.61
1765,1697,29,1563,3.9,Average,0,Passive,54.6
1766,105,10,2306,4.3,Good,1,Passive,97.12
1767,36,9,1228,3.9,Average,1,Passive,122.13
1768,2001,30,156,4.1,Good,0,Passive,14.69
1769,776,11,465,4.2,Good,0,Passive,24.54
1770,278,9,2264,4.9,Excellent,0,Promoter,21.65
1771,557,8,1352,3.5,Average,0,Passive,32.22
1772,1288,19,1917,4.3,Good,0,Passive,41.15
1773,277,9,898,4.5,Excellent,0,Promoter,42.2
1774,1697,21,229,3.8,Average,0,Passive,88.45
1775,1000,15,1670,4.5,Excellent,0,Promoter,23.56
1776,1414,14,1874,4.8,Excellent,0,Promoter,72.97
1777,1335,14,1973,4.1,Good,1,Passive,33.45
1778,1681,21,2500,3.9,Average,0,Passive,87.06
1779,1841,26,150,4.9,Excellent,0,Promoter,25.68
1780,812,16,427,4.2,Good,0,Passive,62.95
1781,1019,18,225,3.9,Average,0,Passive,56.02
1782,1964,29,1786,3.3,Average,1,Detractor,144.07
1783,1430,20,2380,4.9,Excellent,0,Promoter,14.13
1784,1490,24,581,3.9,Average,0,Passive,29.9
1785,1208,18,631,4.8,Excellent,0,Promoter,75.58
1786,847,14,2238,3.6,Average,1,Passive,78.89
1787,35,10,1082,4.3,Good,0,Passive,85.81
1788,863,17,1171,3.9,Average,1,Passive,131.3
1789,1046,19,1436,4.8,Excellent,0,Promoter,13.16
1790,1347,15,1193,3.2,Average,0,Detractor,22.99
1791,1630,22,1728,4.2,Good,0,Passive,20.3
1792,522,3,1329,4.4,Good,0,Passive,17.61
1793,682,2,620,4.5,Excellent,0,Promoter,34.65
1794,1645,21,2080,4.4,Good,0,Passive,94.9
1795,1184,16,95,4.6,Excellent,0,Promoter,15.74
1796,194,9,1620,4.6,Excellent,0,Promoter,94.85
1797,1014,18,874,4.7,Excellent,0,Promoter,74.19
1798,1039,15,5,3.5,Average,0,Passive,46.92
1799,156,7,2119,4.3,Good,0,Passive,66.08
1800,1553,24,2184,4.0,Good,0,Passive,29.31
1801,1639,24,1135,4.0,Good,0,Passive,19.64
1802,1037,15,1044,4.2,Good,1,Passive,112.35
1803,1431,18,1102,3.5,Average,1,Passive,176.36
1804,815,18,1783,4.1,Good,0,Passive,22.43
1805,1858,24,2283,3.1,Average,1,Detractor,17.26
1806,2167,26,1396,4.7,Excellent,0,Promoter,65.92
1807,1638,29,1825,4.1,Good,0,Passive,69.92
1808,5,7,1954,3.6,Average,1,Passive,116.25
1809,2152,26,232,4.1,Good,1,Passive,79.96
1810,722,8,1851,4.6,Excellent,1,Promoter,212.83
1811,431,9,94,4.1,Good,0,Passive,45.41
1812,879,20,1709,4.1,Good,0,Passive,23.95
1813,506,6,344,4.9,Excellent,0,Promoter,10.63
1814,1902,25,2245,3.7,Average,0,Passive,43.4
1815,1180,19,566,4.8,Excellent,0,Promoter,22.95
1816,1410,15,174,3.6,Average,1,Passive,198.08
1817,1021,18,354,4.3,Good,0,Passive,75.62
1818,962,13,2479,4.3,Good,0,Passive,42.91
1819,200,1,885,4.1,Good,0,Passive,67.65
1820,1385,13,1242,4.6,Excellent,1,Promoter,54.14
1821,1007,11,1440,4.9,Excellent,0,Promoter,66.21
1822,1426,16,2348,4.4,Good,0,Passive,53.7
1823,1266,13,1238,4.7,Excellent,0,Promoter,16.42
1824,1133,14,1888,4.2,Good,1,Passive,115.12
1825,1218,20,1998,4.7,Excellent,0,Promoter,30.3
1826,1719,29,2037,4.2,Good,0,Passive,19.0
1827,230,6,2322,5.0,Excellent,0,Promoter,32.12
1828,1299,14,1580,4.1,Good,1,Passive,85.77
1829,2146,24,2337,3.7,Average,0,Passive,21.39
1830,1319,19,2290,4.0,Good,0,Passive,53.15
1831,1404,19,1758,3.3,Average,1,Detractor,126.6
1832,1069,16,415,4.6,Excellent,0,Promoter,31.12
1833,1829,25,1272,3.7,Average,0,Passive,79.54
1834,2154,21,1590,3.9,Average,0,Passive,13.56
1835,309,8,196,3.6,Average,1,Passive,23.77
1836,890,11,739,3.9,Average,0,Passive,70.39
1837,597,1,2125,3.3,Average,0,Detractor,58.68
1838,1740,24,1951,3.7,Average,0,Passive,65.38
1839,908,13,32,5.0,Excellent,0,Promoter,14.9
1840,640,1,1495,3.8,Average,1,Passive,109.75
1841,1305,14,1719,4.4,Good,0,Passive,18.16
1842,1228,11,1460,4.3,Good,0,Passive,18.94
1843,191,2,2042,5.0,Excellent,0,Promoter,49.74
1844,2080,23,1178,2.8,Poor,1,Detractor,21.18
1845,1150,19,1956,4.7,Excellent,0,Promoter,38.76
1846,1609,30,2169,4.1,Good,0,Passive,43.58
1847,330,6,1420,2.1,Poor,1,Detractor,77.06
1848,2047,22,1312,4.7,Excellent,0,Promoter,26.84
1849,1562,26,1933,4.6,Excellent,0,Promoter,74.69
1850,569,2,902,4.7,Excellent,0,Promoter,25.92
1851,2097,27,1514,4.1,Good,0,Passive,16.49
1852,1457,16,1986,4.6,Excellent,0,Promoter,53.32
1853,4,10,767,4.6,Excellent,0,Promoter,20.98
1854,517,7,193,3.9,Average,0,Passive,37.25
1855,399,8,850,4.0,Good,1,Passive,64.16
1856,2003,29,1051,3.4,Average,0,Detractor,51.68
1857,335,6,142,3.5,Average,1,Passive,101.68
1858,1481,30,1309,3.3,Average,0,Detractor,44.92
1859,1311,14,1141,4.1,Good,0,Passive,15.63
1860,268,6,1106,4.5,Excellent,0,Promoter,42.68
1861,1164,19,2269,4.9,Excellent,0,Promoter,15.39
1862,554,5,1472,4.6,Excellent,0,Promoter,77.11
1863,1613,29,1890,4.7,Excellent,0,Promoter,13.89
1864,1243,14,1652,4.8,Excellent,0,Promoter,24.19
1865,755,13,87,4.3,Good,0,Passive,53.56
1866,860,16,1814,4.1,Good,0,Passive,93.93
1867,2028,24,1612,4.8,Excellent,0,Promoter,82.04
1868,1310,14,1647,4.2,Good,0,Passive,86.6
1869,856,13,1157,4.4,Good,0,Passive,22.58
1870,1372,18,197,3.7,Average,0,Passive,71.77
1871,650,2,1882,4.6,Excellent,0,Promoter,16.2
1872,834,11,524,4.7,Excellent,0,Promoter,56.7
1873,1459,13,1700,4.4,Good,1,Passive,92.81
1874,31,4,2023,4.5,Excellent,0,Promoter,33.51
1875,1823,23,1855,3.9,Average,0,Passive,60.13
1876,1370,13,233,4.8,Excellent,0,Promoter,81.89
1877,423,5,262,4.6,Excellent,1,Promoter,124.85
1878,411,2,250,5.0,Excellent,0,Promoter,36.07
1879,311,5,296,3.7,Average,0,Passive,52.65
1880,724,5,165,4.8,Excellent,0,Promoter,6.64
1881,1931,29,1762,3.1,Average,1,Detractor,73.57
1882,1035,11,2211,4.0,Good,0,Passive,35.54
1883,2077,27,10,4.3,Good,0,Passive,10.64
1884,1777,27,2371,4.1,Good,0,Passive,8.08
1885,1146,12,716,3.9,Average,1,Passive,54.75
1886,831,13,2458,4.5,Excellent,0,Promoter,53.97
1887,443,6,154,3.9,Average,0,Passive,19.98
1888,2028,22,311,4.6,Excellent,0,Promoter,15.81
1889,1567,24,238,2.9,Poor,1,Detractor,103.37
1890,1972,21,1549,4.3,Good,0,Passive,55.0
1891,764,17,1821,5.0,Excellent,0,Promoter,31.69
1892,981,16,1967,3.7,Average,1,Passive,200.19
1893,1516,24,2346,4.2,Good,0,Passive,67.46
1894,125,10,727,4.2,Good,0,Passive,68.25
1895,552,9,291,4.6,Excellent,0,Promoter,84.97
1896,780,11,735,4.4,Good,0,Passive,50.03
1897,88,5,479,4.4,Good,0,Passive,9.82
1898,1588,28,912,4.3,Good,1,Passive,168.82
1899,1295,16,2083,4.7,Excellent,0,Promoter,34.61
1900,1797,22,2481,3.6,Average,0,Passive,17.59
1901,1871,24,1651,4.1,Good,0,Passive,43.02
1902,850,14,532,4.2,Good,0,Passive,35.93
1903,1949,26,324,4.8,Excellent,0,Promoter,68.57
1904,512,2,1518,4.1,Good,0,Passive,47.05
1905,2053,23,1587,4.0,Good,0,Passive,74.31
1906,936,16,1748,4.8,Excellent,0,Promoter,6.28
1907,746,17,2475,4.0,Good,0,Passive,27.44
1908,1101,11,1012,4.5,Excellent,0,Promoter,40.06
1909,2183,22,541,4.8,Excellent,0,Promoter,36.76
1910,632,8,144,4.7,Excellent,0,Promoter,18.93
1911,596,6,1533,4.7,Excellent,0,Promoter,59.36
1912,1986,23,1870,3.2,Average,0,Detractor,47.46
1913,1144,20,96,3.7,Average,1,Passive,192.77
1914,1951,25,153,4.1,Good,0,Passive,74.56
1915,995,16,2354,4.3,Good,0,Passive,9.07
1916,534,8,626,4.1,Good,0,Passive,25.62
1917,591,1,1209,3.2,Average,0,Detractor,71.07
1918,840,20,514,4.2,Good,0,Passive,25.33
1919,1838,27,2186,4.6,Excellent,0,Promoter,6.37
1920,726,2,2092,4.1,Good,1,Passive,69.22
1921,1755,28,640,3.8,Average,0,Passive,83.41
1922,628,9,977,4.6,Excellent,0,Promoter,31.49
1923,908,11,809,4.8,Excellent,0,Promoter,26.74
1924,434,7,151,4.5,Excellent,0,Promoter,12.4
1925,890,14,1697,4.5,Excellent,0,Promoter,28.4
1926,1918,21,841,3.7,Average,1,Passive,182.32
1927,1452,14,949,4.8,Excellent,0,Promoter,14.74
1928,1740,23,1615,4.8,Excellent,0,Promoter,28.75
1929,1228,11,1389,4.2,Good,1,Passive,70.61
1930,268,6,1656,4.0,Good,0,Passive,18.47
1931,930,14,1432,3.8,Average,0,Passive,12.87
1932,738,14,504,4.8,Excellent,0,Promoter,60.05
1933,1653,29,1152,3.9,Average,0,Passive,66.79
1934,1519,29,4,2.7,Poor,1,Detractor,64.42
1935,680,4,273,3.7,Average,1,Passive,130.88
1936,1525,21,1833,4.2,Good,0,Passive,48.01
1937,964,16,2031,4.5,Excellent,0,Promoter,58.95
1938,14,10,862,4.2,Good,1,Passive,156.1
1939,1582,22,285,4.4,Good,0,Passive,82.32
1940,1579,27,2025,4.2,Good,0,Passive,93.28
1941,740,13,2088,4.5,Excellent,0,Promoter,43.15
1942,916,19,2286,3.8,Average,1,Passive,9.75
1943,182,4,939,3.7,Average,1,Passive,141.92
1944,992,16,1650,4.3,Good,0,Passive,60.33
1945,665,4,252,3.2,Average,1,Detractor,136.09
1946,1569,27,2205,4.2,Good,0,Passive,86.88
1947,1949,25,2366,3.8,Average,1,Passive,33.03
1948,1503,26,1038,4.3,Good,0,Passive,41.12
1949,71,1,638,3.7,Average,1,Passive,146.62
1950,1281,13,2427,3.3,Average,1,Detractor,70.76
1951,2052,27,951,3.5,Average,0,Passive,43.49
1952,1402,14,1785,4.6,Excellent,1,Promoter,61.91
1953,947,13,164,4.4,Good,0,Passive,61.35
1954,278,6,1540,3.9,Average,0,Passive,36.44
1955,133,4,1892,4.1,Good,0,Passive,84.4
1956,1573,22,351,4.1,Good,0,Passive,43.12
1957,25,3,759,4.7,Excellent,0,Promoter,18.68
1958,776,17,548,3.4,Average,1,Detractor,134.24
1959,432,10,1294,4.9,Excellent,0,Promoter,19.11
1960,1180,20,1846,3.6,Average,1,Passive,68.53
1961,1225,20,1557,3.9,Average,0,Passive,42.23
1962,1482,28,1910,3.9,Average,0,Passive,38.4
1963,850,14,2303,4.3,Good,1,Passive,19.41
1964,1638,26,1952,4.5,Excellent,0,Promoter,27.55
1965,1502,28,1712,4.3,Good,0,Passive,19.48
1966,834,18,1334,3.9,Average,0,Passive,12.11
1967,1520,28,506,3.1,Average,1,Detractor,125.72
1968,285,9,2235,4.1,Good,1,Passive,38.41
1969,1993,26,1694,5.0,Excellent,0,Promoter,25.12
1970,1981,21,974,3.9,Average,0,Passive,50.56
1971,847,20,572,3.5,Average,0,Passive,31.62
1972,274,8,1939,4.3,Good,0,Passive,50.59
1973,1841,23,2159,3.8,Average,0,Passive,69.05
1974,1210,18,1567,4.5,Excellent,0,Promoter,24.91
1975,304,2,1328,3.4,Average,1,Detractor,183.23
1976,399,2,1570,4.2,Good,0,Passive,44.48
1977,2162,27,2341,4.5,Excellent,0,Promoter,74.91
1978,809,15,771,4.5,Excellent,0,Promoter,50.49
1979,127,1,568,3.9,Average,0,Passive,37.12
1980,521,6,785,4.1,Good,1,Passive,138.64
1981,299,2,623,4.2,Good,0,Passive,44.97
1982,2134,27,1643,4.1,Good,1,Passive,147.77
1983,1046,18,215,4.4,Good,0,Passive,65.26
1984,17,6,880,3.8,Average,1,Passive,117.17
1985,1186,13,1791,4.7,Excellent,0,Promoter,48.23
1986,2126,26,171,4.1,Good,0,Passive,24.37
1987,2072,28,1486,4.1,Good,1,Passive,29.74
1988,1679,25,177,3.2,Average,1,Detractor,95.59
1989,1598,23,2469,3.8,Average,1,Passive,116.69
1990,1750,29,1027,4.8,Excellent,0,Promoter,39.48
1991,2040,23,1682,4.5,Excellent,1,Promoter,63.71
1992,805,14,1942,4.8,Excellent,0,Promoter,36.93
1993,1383,18,493,4.7,Excellent,0,Promoter,25.64
1994,1946,24,2452,2.9,Poor,1,Detractor,166.11
1995,1693,23,2050,4.2,Good,1,Passive,148.72
1996,413,5,519,3.6,Average,0,Passive,35.38
1997,1079,11,2288,4.6,Excellent,0,Promoter,43.86
1998,1152,15,1049,4.6,Excellent,0,Promoter,41.16
1999,849,15,2378,3.8,Average,0,Passive,70.27
2000,1485,28,2266,3.9,Average,0,Passive,54.37
2001,1151,16,1279,3.9,Average,0,Passive,44.81
2002,299,5,1216,4.0,Good,0,Passive,10.19
2003,2060,22,2113,3.4,Average,0,Detractor,52.34
2004,529,8,2236,4.5,Excellent,0,Promoter,20.92
2005,584,6,2340,4.7,Excellent,0,Promoter,74.75
