fact_transport_id,sk_date,sk_route,sk_vehicle,sk_driver,sk_carrier,sk_transport_mode,distance_km,duration_hours,transport_cost_amount,transport_cost_per_km,fill_rate,fill_rate_band,co2_kg
960,1334,8,5,34,10,1,190.14,2.61,675.69,3.5536,0.72,Medium,146.12
961,2086,9,10,37,12,1,616.1,6.6,940.2,1.5261,0.767,Medium,484.28
962,112,2,4,18,5,1,313.63,4.12,474.1,1.5117,0.607,Low,109.51
963,1238,5,5,28,10,1,288.95,2.34,863.91,2.9898,0.618,Low,246.52
964,1693,10,11,52,12,1,349.86,5.98,549.57,1.5708,0.948,High,204.12
965,1454,7,5,25,9,1,394.06,5.05,1034.04,2.6241,0.823,Medium,307.11
966,859,6,6,32,6,1,776.28,6.38,1590.72,2.0492,0.816,Medium,553.11
967,66,4,1,2,4,2,805.11,13.44,1034.95,1.2855,0.612,Low,182.71
968,1400,6,5,21,8,2,776.28,10.22,896.9,1.1554,0.99,High,199.76
969,519,1,2,10,4,1,465.31,4.82,942.7,2.026,0.869,High,386.89
970,1717,10,9,49,12,1,349.86,5.89,654.88,1.8718,0.759,Medium,286.89
971,1572,10,11,46,12,1,349.86,4.01,623.54,1.7823,0.5,Low,226.2
972,1864,10,10,41,15,1,349.86,4.96,786.96,2.2494,0.51,Low,263.37
973,1722,12,10,52,14,1,862.03,8.85,1789.61,2.076,0.815,Medium,587.35
974,1251,8,7,19,7,1,190.14,3.26,450.18,2.3676,0.755,Medium,119.75
975,496,4,1,18,2,1,805.11,9.91,1840.69,2.2863,0.735,Medium,681.49
976,487,4,2,2,2,1,805.11,7.09,1853.18,2.3018,0.74,Medium,678.06
977,70,1,2,17,5,1,465.31,5.01,932.47,2.004,0.654,Low,384.07
978,322,1,2,17,3,1,465.31,4.66,1158.55,2.4898,0.922,High,317.3
979,1434,7,5,22,10,1,394.06,4.66,998.4,2.5336,0.681,Medium,343.04
980,1961,11,9,45,11,2,654.72,8.77,971.67,1.4841,0.786,Medium,173.62
981,1312,5,6,28,6,1,288.95,3.13,777.46,2.6906,0.911,High,208.32
982,38,2,3,3,2,1,313.63,4.03,792.93,2.5282,0.847,Medium,179.63
983,1065,8,6,26,9,1,190.14,2.35,579.1,3.0457,0.678,Low,153.89
984,1453,7,6,26,10,1,394.06,4.53,1055.17,2.6777,0.824,Medium,297.92
985,1826,9,10,46,14,1,616.1,10.73,1283.63,2.0835,0.853,Medium,485.97
986,1128,5,6,27,7,1,288.95,2.22,638.75,2.2106,0.774,Medium,216.88
987,1477,11,10,43,13,1,654.72,7.36,1205.07,1.8406,0.752,Medium,534.31
988,1802,9,11,41,14,1,616.1,12.03,1218.97,1.9785,0.771,Medium,379.34
989,1139,7,5,28,6,1,394.06,3.27,860.11,2.1827,0.883,High,342.75
990,131,1,2,14,1,1,465.31,4.66,961.44,2.0662,0.685,Medium,385.68
991,1394,6,7,23,8,1,776.28,6.14,1497.68,1.9293,0.689,Medium,466.01
992,1881,11,9,38,11,2,654.72,10.49,884.24,1.3506,0.699,Medium,171.32
993,735,7,5,35,8,1,394.06,4.26,838.39,2.1276,0.697,Medium,322.29
994,69,2,1,4,1,1,313.63,4.4,692.73,2.2087,0.694,Medium,237.12
995,1754,12,10,44,11,1,862.03,12.22,1576.19,1.8285,0.886,High,594.05
996,1532,9,11,41,11,1,616.1,10.51,1258.46,2.0426,0.846,Medium,349.43
997,1745,12,10,50,11,2,862.03,11.17,1020.2,1.1835,0.871,High,233.04
998,354,2,2,4,4,1,313.63,3.09,734.36,2.3415,0.835,Medium,237.07
999,1891,12,10,52,15,1,862.03,11.63,1377.07,1.5975,0.852,Medium,675.84
1000,928,8,6,20,7,1,190.14,1.78,489.76,2.5758,0.752,Medium,146.7
1001,973,6,6,28,8,1,776.28,5.94,1551.28,1.9984,0.921,High,639.83
1002,186,1,2,5,2,1,465.31,6.14,1087.5,2.3372,0.863,High,339.45
1003,50,3,3,18,5,1,1000.99,9.27,1437.91,1.4365,0.635,Low,591.15
1004,784,8,5,35,8,1,190.14,2.28,458.94,2.4137,0.6,Low,154.81
1005,166,1,1,5,1,1,465.31,7.27,1016.4,2.1844,0.918,High,377.68
1006,1034,5,6,32,6,1,288.95,3.02,609.82,2.1105,0.729,Medium,236.73
1007,452,4,1,14,4,1,805.11,7.05,1516.32,1.8834,0.716,Medium,626.68
1008,921,7,6,34,10,1,394.06,3.15,1050.05,2.6647,0.814,Medium,331.14
1009,2126,11,10,48,12,2,654.72,11.51,686.08,1.0479,0.572,Low,154.53
1010,1761,11,10,46,14,1,654.72,8.71,1329.35,2.0304,0.799,Medium,531.93
1011,1126,8,5,25,10,1,190.14,2.98,481.62,2.533,0.745,Medium,159.48
1012,920,7,6,35,7,1,394.06,3.82,715.98,1.8169,0.746,Medium,285.38
1013,656,3,1,2,3,4,1000.99,11.79,5379.93,5.3746,0.622,Low,2302.72
1014,1418,8,8,34,6,1,190.14,1.75,383.84,2.0187,0.636,Low,67.56
1015,1940,10,10,51,12,1,349.86,5.9,656.05,1.8752,0.683,Medium,287.31
1016,1387,6,5,28,9,2,776.28,7.2,1273.03,1.6399,0.894,High,215.92
1017,1783,10,12,49,15,1,349.86,4.92,550.3,1.5729,0.586,Low,114.68
1018,860,8,5,23,6,1,190.14,2.22,517.6,2.7222,0.685,Medium,165.77
1019,849,5,5,34,6,1,288.95,2.32,625.43,2.1645,0.8,Medium,220.81
1020,1174,7,5,25,8,1,394.06,3.66,938.08,2.3806,0.606,Low,316.32
1021,257,1,2,18,3,1,465.31,5.97,1089.4,2.3412,0.895,High,353.73
1022,450,4,3,7,1,1,805.11,9.36,1394.52,1.7321,0.719,Medium,454.19
1023,1130,5,6,24,7,1,288.95,4.49,662.59,2.2931,0.662,Low,205.08
1024,619,4,1,2,5,2,805.11,10.93,813.1,1.0099,0.813,Medium,199.11
1025,2015,11,10,51,11,1,654.72,9.16,1339.94,2.0466,0.76,Medium,510.47
1026,501,3,1,18,2,1,1000.99,10.7,2212.71,2.2105,0.748,Medium,747.01
1027,1765,10,11,52,11,1,349.86,4.43,618.85,1.7689,0.722,Medium,190.05
1028,464,1,2,15,1,1,465.31,5.26,1000.51,2.1502,0.587,Low,382.35
1029,1442,8,5,32,10,1,190.14,2.02,536.24,2.8202,0.828,Medium,134.09
1030,482,2,3,14,3,1,313.63,3.94,775.48,2.4726,0.803,Medium,175.88
1031,1460,7,7,25,7,1,394.06,5.52,716.35,1.8179,0.783,Medium,242.54
1032,1769,9,10,52,13,1,616.1,8.73,1122.32,1.8217,0.743,Medium,455.64
1033,268,1,3,14,3,1,465.31,3.73,1025.61,2.2041,0.559,Low,263.79
1034,1870,12,10,42,12,3,862.03,12.75,734.52,0.8521,0.609,Low,120.18
1035,2174,10,10,53,12,1,349.86,6.03,659.29,1.8844,0.926,High,239.29
1036,51,2,2,5,3,1,313.63,3.15,836.59,2.6674,0.657,Low,242.06
1037,1071,5,6,31,7,1,288.95,2.79,751.58,2.6011,0.79,Medium,235.57
1038,820,7,6,36,7,1,394.06,4.6,825.47,2.0948,0.766,Medium,303.31
1039,1944,12,11,50,13,3,862.03,13.15,824.14,0.956,0.833,Medium,81.15
1040,1437,6,6,21,8,1,776.28,6.03,1403.15,1.8075,0.849,Medium,545.69
1041,142,3,3,7,4,1,1000.99,13.1,1752.86,1.7511,0.759,Medium,564.59
1042,777,6,6,27,7,2,776.28,7.42,899.57,1.1588,0.746,Medium,197.03
1043,808,8,5,33,6,1,190.14,1.81,457.04,2.4037,0.771,Medium,153.6
1044,38,1,2,2,1,1,465.31,7.0,905.46,1.9459,0.544,Low,318.91
1045,25,2,1,5,5,1,313.63,4.28,627.74,2.0015,0.713,Medium,255.34
1046,398,1,2,6,3,1,465.31,5.91,1053.53,2.2641,0.659,Low,385.07
1047,428,4,1,9,1,1,805.11,15.31,1627.11,2.021,0.841,Medium,694.58
1048,1362,7,6,20,9,1,394.06,4.06,1064.9,2.7024,0.76,Medium,280.5
1049,808,6,7,35,8,1,776.28,7.56,1300.48,1.6753,0.567,Low,449.7
1050,517,1,2,18,2,1,465.31,6.22,1214.45,2.61,0.837,Medium,345.44
1051,1616,10,9,38,14,1,349.86,5.76,911.71,2.6059,0.703,Medium,248.56
1052,888,7,5,24,6,1,394.06,5.21,818.45,2.077,0.869,High,294.23
1053,1793,10,10,52,14,1,349.86,5.63,834.03,2.3839,0.704,Medium,262.39
1054,300,1,1,7,3,1,465.31,4.01,1165.19,2.5041,0.632,Low,358.91
1055,1174,8,6,27,10,1,190.14,2.32,547.62,2.8801,0.832,Medium,151.03
1056,2187,11,9,41,11,1,654.72,11.28,1221.27,1.8653,0.794,Medium,499.78
1057,681,1,2,7,1,1,465.31,4.48,942.51,2.0256,0.682,Medium,377.18
1058,579,4,1,5,1,1,805.11,8.41,1507.14,1.872,0.866,High,623.28
1059,1559,12,10,41,13,1,862.03,11.52,1419.65,1.6469,0.792,Medium,636.19
1060,314,2,2,14,3,1,313.63,5.87,763.3,2.4338,0.873,High,220.49
1061,1484,12,10,38,13,1,862.03,8.76,1279.56,1.4844,0.862,High,601.84
1062,1800,10,9,48,12,1,349.86,6.16,741.07,2.1182,0.588,Low,264.58
1063,1315,6,5,20,9,1,776.28,7.79,1958.41,2.5228,0.912,High,669.4
1064,1699,10,9,42,12,1,349.86,6.36,557.81,1.5944,0.892,High,268.36
1065,1929,11,9,47,12,2,654.72,9.47,645.37,0.9857,0.978,High,163.65
1066,104,2,2,9,2,1,313.63,5.33,778.53,2.4823,0.815,Medium,232.58
1067,1408,8,5,20,10,1,190.14,2.7,494.37,2.6,0.738,Medium,161.7
1068,2130,10,9,38,12,1,349.86,8.07,600.93,1.7176,0.789,Medium,299.16
1069,1081,6,7,34,10,1,776.28,6.2,1738.12,2.239,0.635,Low,472.96
1070,302,2,1,7,3,1,313.63,4.92,830.98,2.6496,0.634,Low,242.4
1071,827,6,6,29,9,2,776.28,8.26,1171.81,1.5095,0.639,Low,194.62
1072,342,1,2,13,4,1,465.31,4.02,894.74,1.9229,0.694,Medium,358.91
1073,1876,9,9,50,14,1,616.1,10.73,1349.88,2.191,0.888,High,469.68
1074,1105,7,5,32,8,1,394.06,4.73,848.59,2.1535,0.889,High,301.46
1075,895,5,5,31,6,1,288.95,2.49,798.69,2.7641,0.433,Low,236.12
1076,541,1,1,3,3,1,465.31,5.56,1207.44,2.5949,0.612,Low,347.45
1077,835,6,6,22,7,1,776.28,10.37,1533.47,1.9754,0.845,Medium,623.78
1078,375,1,3,17,3,1,465.31,4.59,975.72,2.0969,0.963,High,279.71
1079,1039,5,6,22,10,1,288.95,2.57,867.15,3.001,0.777,Medium,222.74
1080,1009,8,5,22,7,1,190.14,1.58,449.1,2.3619,0.837,Medium,148.45
1081,661,1,2,17,4,1,465.31,4.35,1035.93,2.2263,0.676,Low,368.1
1082,1463,9,10,47,11,1,616.1,9.74,1268.99,2.0597,0.93,High,478.76
1083,386,1,3,17,1,1,465.31,5.11,901.64,1.9377,0.71,Medium,297.13
1084,1205,7,6,31,10,1,394.06,3.11,966.46,2.4526,0.816,Medium,284.78
1085,639,2,1,16,1,1,313.63,3.56,722.33,2.3031,0.787,Medium,255.92
1086,499,4,2,13,5,1,805.11,8.2,1308.43,1.6252,0.752,Medium,609.0
1087,399,2,4,4,2,1,313.63,3.14,719.12,2.2929,0.858,Medium,109.8
1088,493,3,1,17,1,1,1000.99,8.81,1846.36,1.8445,0.916,High,710.85
1089,269,1,1,11,3,1,465.31,4.79,1100.94,2.366,0.767,Medium,343.52
1090,675,2,4,12,3,1,313.63,6.08,817.85,2.6077,0.63,Low,108.9
1091,602,1,2,17,3,1,465.31,4.93,1208.95,2.5982,0.811,Medium,329.05
1092,540,1,2,16,3,1,465.31,4.74,1072.26,2.3044,0.99,High,377.63
1093,1889,10,10,39,14,1,349.86,5.11,740.18,2.1156,0.789,Medium,284.2
1094,1019,7,8,36,6,1,394.06,3.65,693.07,1.7588,0.775,Medium,126.54
1095,1734,12,9,54,11,2,862.03,16.53,1127.15,1.3076,0.872,High,196.16
1096,1926,11,9,47,15,1,654.72,9.36,1189.25,1.8164,0.903,High,491.41
1097,320,4,3,8,3,1,805.11,13.08,1800.52,2.2364,0.493,Low,513.0
1098,1856,12,9,42,13,1,862.03,10.61,1326.41,1.5387,0.916,High,612.66
1099,2064,9,11,52,15,1,616.1,7.74,933.67,1.5155,0.767,Medium,334.57
1100,620,4,1,18,5,1,805.11,10.89,1380.43,1.7146,0.916,High,653.95
1101,794,5,7,29,8,1,288.95,3.36,528.11,1.8277,0.59,Low,174.58
1102,2178,11,10,49,12,1,654.72,9.29,1025.66,1.5666,0.524,Low,507.25
1103,2086,10,9,44,15,1,349.86,5.98,759.67,2.1714,0.515,Low,284.04
1104,561,3,2,10,3,2,1000.99,10.74,1473.2,1.4717,0.673,Low,219.72
1105,2002,10,9,53,11,1,349.86,8.05,697.32,1.9931,0.808,Medium,298.85
1106,1761,9,11,47,15,1,616.1,8.39,1075.17,1.7451,0.74,Medium,397.29
1107,786,7,7,20,6,1,394.06,7.29,817.61,2.0748,0.968,High,222.71
1108,746,5,6,28,6,1,288.95,2.38,667.73,2.3109,0.848,Medium,226.46
1109,1029,8,5,34,6,1,190.14,2.93,442.6,2.3278,0.618,Low,150.53
1110,2081,9,9,51,13,1,616.1,7.37,1120.96,1.8194,0.546,Low,480.08
1111,1151,7,6,19,6,1,394.06,3.93,852.57,2.1636,0.62,Low,325.56
1112,801,8,5,33,9,1,190.14,3.77,646.06,3.3978,0.631,Low,136.78
1113,2089,11,9,41,11,1,654.72,9.57,1303.59,1.9911,0.854,Medium,520.0
1114,739,7,5,19,10,1,394.06,4.55,1105.9,2.8064,0.881,High,292.72
1115,716,2,2,6,3,1,313.63,4.31,692.8,2.209,0.55,Low,231.87
1116,1201,7,6,19,9,1,394.06,3.77,962.91,2.4436,0.688,Medium,298.93
1117,1633,10,10,43,15,1,349.86,5.82,722.8,2.066,0.828,Medium,256.61
1118,148,2,2,10,4,1,313.63,5.1,728.86,2.3239,0.809,Medium,232.69
1119,1543,9,9,45,14,1,616.1,12.06,1263.52,2.0508,0.647,Low,489.64
1120,1836,11,10,37,14,1,654.72,9.45,1352.67,2.066,0.83,Medium,528.79
1121,1127,7,6,31,7,1,394.06,3.86,794.62,2.0165,0.719,Medium,279.18
1122,1872,9,10,42,13,1,616.1,10.43,967.16,1.5698,0.568,Low,427.71
1123,1118,5,7,30,6,1,288.95,3.43,619.54,2.1441,0.728,Medium,190.26
1124,1124,8,6,21,10,1,190.14,3.55,585.51,3.0794,0.733,Medium,159.3
1125,589,2,4,3,4,1,313.63,4.13,551.02,1.7569,0.765,Medium,107.92
1126,1769,11,10,44,15,1,654.72,7.39,1056.22,1.6132,0.868,High,450.25
1127,1108,7,5,23,6,1,394.06,3.22,928.88,2.3572,0.775,Medium,284.3
1128,768,8,8,19,6,1,190.14,2.24,535.72,2.8175,0.81,Medium,66.58
1129,1600,12,10,40,14,1,862.03,16.98,1772.38,2.0561,0.835,Medium,698.49
1130,2082,11,11,47,15,1,654.72,7.36,1196.28,1.8272,0.814,Medium,420.26
1131,1966,10,10,42,11,1,349.86,6.88,703.62,2.0111,0.791,Medium,284.96
1132,2152,11,10,40,13,2,654.72,8.77,769.0,1.1745,0.756,Medium,151.33
1133,2161,9,10,38,15,1,616.1,5.7,1133.16,1.8392,0.675,Low,508.99
1134,799,8,6,21,7,1,190.14,2.78,524.33,2.7576,0.768,Medium,133.8
1135,173,1,3,18,2,1,465.31,5.38,1122.93,2.4133,0.716,Medium,296.31
1136,1587,11,11,46,11,1,654.72,7.03,1265.91,1.9335,0.642,Low,395.89
1137,446,4,3,12,1,1,805.11,7.12,1535.4,1.9071,0.768,Medium,444.36
1138,1319,8,5,35,7,1,190.14,3.42,429.74,2.2601,0.629,Low,150.06
1139,1291,7,6,24,10,1,394.06,3.81,938.26,2.381,0.99,High,295.36
1140,1784,12,11,54,12,2,862.03,10.94,850.01,0.9861,0.99,High,151.67
1141,2057,11,9,49,13,2,654.72,7.77,766.01,1.17,0.771,Medium,172.97
1142,1221,8,6,32,7,1,190.14,2.18,424.75,2.2339,0.622,Low,139.63
1143,1410,6,5,25,6,1,776.28,7.29,1667.59,2.1482,0.638,Low,675.79
1144,149,4,2,10,3,2,805.11,10.7,1118.49,1.3892,0.558,Low,199.43
1145,1545,10,9,52,14,1,349.86,3.96,826.04,2.3611,0.636,Low,255.18
1146,96,2,2,16,2,1,313.63,4.35,770.08,2.4554,0.686,Medium,231.24
1147,890,8,7,35,9,1,190.14,2.86,526.57,2.7694,0.541,Low,117.27
1148,656,2,1,18,5,1,313.63,4.77,544.73,1.7369,0.93,High,236.68
1149,119,4,1,11,5,1,805.11,7.93,1402.55,1.7421,0.724,Medium,679.46
1150,792,5,7,26,6,1,288.95,2.73,672.32,2.3268,0.926,High,187.39
1151,1528,12,12,52,15,1,862.03,9.18,1238.39,1.4366,0.896,High,287.6
1152,906,6,5,33,8,2,776.28,7.44,937.19,1.2073,0.86,Medium,208.0
1153,2079,10,9,39,12,1,349.86,5.9,669.44,1.9135,0.809,Medium,259.62
1154,741,5,6,22,6,1,288.95,2.3,640.4,2.2163,0.829,Medium,213.84
1155,450,2,2,15,4,1,313.63,4.03,708.55,2.2592,0.846,Medium,247.42
1156,1258,7,5,36,6,1,394.06,4.24,852.91,2.1644,0.918,High,309.09
1157,373,2,2,18,4,1,313.63,5.33,569.54,1.816,0.817,Medium,231.66
1158,2154,12,9,53,14,1,862.03,18.38,1745.8,2.0252,0.792,Medium,715.07
1159,1282,8,7,26,6,1,190.14,2.8,410.97,2.1614,0.744,Medium,123.76
1160,961,5,7,34,7,1,288.95,3.58,690.94,2.3912,0.813,Medium,158.74
1161,29,1,2,13,5,1,465.31,3.79,966.96,2.0781,0.886,High,382.96
1162,292,2,1,16,5,1,313.63,2.93,569.75,1.8166,0.985,High,233.59
1163,1290,7,5,36,9,1,394.06,5.7,984.34,2.4979,0.836,Medium,305.08
1164,890,7,6,23,7,1,394.06,4.19,802.0,2.0352,0.56,Low,293.44
1165,572,4,1,4,4,1,805.11,9.92,1542.87,1.9163,0.562,Low,667.71
1166,147,3,2,13,3,1,1000.99,7.93,2230.85,2.2286,0.602,Low,726.82
1167,1631,12,10,44,15,1,862.03,9.78,1495.87,1.7353,0.832,Medium,710.42
1168,459,4,1,7,4,1,805.11,8.36,1597.07,1.9837,0.802,Medium,648.33
1169,173,1,2,7,2,1,465.31,6.33,1145.3,2.4614,0.901,High,362.84
1170,32,3,1,9,5,1,1000.99,9.1,1581.26,1.5797,0.507,Low,730.33
1171,67,1,3,13,2,1,465.31,5.38,1076.41,2.3133,0.713,Medium,300.19
1172,1211,8,6,22,9,1,190.14,2.41,512.31,2.6944,0.572,Low,155.81
1173,1213,5,6,36,8,1,288.95,2.23,662.26,2.292,0.706,Medium,211.38
1174,1197,8,6,33,6,1,190.14,2.07,612.19,3.2197,0.699,Medium,146.92
1175,529,4,2,5,4,1,805.11,7.76,1542.41,1.9158,0.865,High,678.22
1176,1156,6,6,30,8,1,776.28,9.28,1563.76,2.0144,0.714,Medium,597.43
1177,1790,10,11,44,14,1,349.86,3.11,762.59,2.1797,0.881,High,197.18
1178,1457,8,5,26,10,1,190.14,1.64,644.5,3.3896,0.436,Low,139.44
1179,1580,11,11,51,11,1,654.72,9.71,1326.99,2.0268,0.878,High,361.39
1180,2096,11,9,52,14,1,654.72,6.89,1332.82,2.0357,0.925,High,487.77
1181,914,7,6,36,9,1,394.06,6.12,953.51,2.4197,0.642,Low,306.64
1182,684,1,2,4,3,1,465.31,4.43,1157.91,2.4885,0.719,Medium,377.84
1183,1301,7,6,28,10,1,394.06,4.35,1121.16,2.8452,0.805,Medium,282.32
1184,1073,7,6,36,6,1,394.06,7.63,956.9,2.4283,0.71,Medium,330.84
1185,1310,7,5,28,10,1,394.06,4.65,1030.48,2.615,0.874,High,328.15
1186,1931,12,11,51,13,1,862.03,12.23,1420.12,1.6474,0.907,High,505.64
1187,126,3,3,7,2,4,1000.99,8.22,5630.73,5.6252,0.572,Low,1775.75
1188,1635,9,9,51,12,1,616.1,8.25,932.08,1.5129,0.721,Medium,503.79
1189,1358,5,5,34,10,1,288.95,3.42,913.65,3.162,0.826,Medium,246.97
1190,1042,7,7,36,10,1,394.06,3.66,900.22,2.2845,0.763,Medium,223.48
1191,2123,11,10,39,15,1,654.72,7.32,1117.56,1.7069,0.875,High,449.01
1192,1343,8,6,31,9,1,190.14,2.99,627.63,3.3009,0.939,High,130.02
1193,159,2,2,6,2,1,313.63,3.9,742.06,2.366,0.855,Medium,239.13
1194,333,3,2,7,4,2,1000.99,8.64,1116.27,1.1152,0.947,High,232.22
1195,1612,9,10,47,15,1,616.1,7.81,1131.05,1.8358,0.861,High,433.73
1196,24,1,2,17,2,1,465.31,5.44,1096.3,2.3561,0.649,Low,354.21
1197,601,4,1,13,1,1,805.11,10.28,1528.11,1.898,0.557,Low,601.92
1198,1365,5,6,25,7,1,288.95,2.46,680.02,2.3534,0.804,Medium,241.19
1199,1396,8,5,20,9,1,190.14,1.74,689.24,3.6249,0.821,Medium,145.49
1200,2108,11,11,50,15,2,654.72,10.22,640.06,0.9776,0.493,Low,123.05
1201,2054,12,9,41,14,1,862.03,10.18,1876.79,2.1772,0.794,Medium,701.95
1202,1341,5,6,32,9,1,288.95,2.54,887.44,3.0713,0.772,Medium,220.81
1203,1556,11,11,53,12,1,654.72,9.28,1104.38,1.6868,0.603,Low,376.89
1204,2015,12,10,54,11,1,862.03,10.93,1797.87,2.0856,0.453,Low,683.58
1205,1039,7,5,20,6,1,394.06,3.55,972.06,2.4668,0.736,Medium,307.51
1206,612,3,1,6,4,1,1000.99,9.4,1927.42,1.9255,0.844,Medium,863.28
1207,1054,7,6,20,10,1,394.06,4.71,982.05,2.4921,0.791,Medium,268.17
1208,441,2,2,3,3,4,313.63,4.63,1823.65,5.8147,0.568,Low,695.6
1209,1199,5,7,23,10,1,288.95,2.9,827.45,2.8636,0.795,Medium,166.72
1210,952,6,5,29,9,2,776.28,7.21,1157.02,1.4905,0.753,Medium,176.82
1211,1162,8,8,20,8,1,190.14,1.91,372.68,1.96,0.954,High,62.01
1212,1733,10,11,44,11,1,349.86,4.69,732.84,2.0947,0.919,High,200.22
1213,1675,12,11,49,14,1,862.03,13.8,1783.21,2.0686,0.667,Low,549.75
1214,538,4,2,5,4,1,805.11,10.61,1542.97,1.9165,0.531,Low,598.96
1215,1545,11,10,44,11,1,654.72,5.7,1171.21,1.7889,0.524,Low,452.28
1216,1613,11,10,46,13,1,654.72,9.91,1017.76,1.5545,0.483,Low,478.1
1217,2045,10,9,49,11,1,349.86,5.05,844.87,2.4149,0.712,Medium,272.29
1218,1327,5,7,24,8,1,288.95,2.77,538.17,1.8625,0.892,High,186.54
1219,1132,5,6,22,10,1,288.95,2.85,782.03,2.7065,0.855,Medium,223.48
1220,1626,9,9,42,11,1,616.1,7.81,1357.65,2.2036,0.835,Medium,535.18
1221,116,2,2,4,1,1,313.63,3.34,783.61,2.4985,0.803,Medium,237.23
1222,912,7,5,36,7,1,394.06,4.17,836.29,2.1222,0.801,Medium,343.2
1223,1062,6,6,20,6,2,776.28,6.45,1082.09,1.3939,0.907,High,172.56
1224,447,3,3,3,2,1,1000.99,8.72,2111.22,2.1091,0.613,Low,536.42
1225,749,8,6,30,7,1,190.14,2.27,396.42,2.0849,0.795,Medium,155.18
1226,1377,8,5,24,7,1,190.14,1.75,422.81,2.2237,0.577,Low,141.61
1227,1013,5,6,21,6,1,288.95,2.24,755.17,2.6135,0.711,Medium,237.68
1228,1242,6,5,28,8,1,776.28,8.39,1592.46,2.0514,0.609,Low,619.87
1229,2164,10,9,48,12,1,349.86,6.66,564.44,1.6133,0.637,Low,282.74
1230,1744,9,10,51,11,1,616.1,7.79,1130.57,1.835,0.905,High,449.28
1231,1803,11,9,46,13,1,654.72,8.27,1140.81,1.7424,0.948,High,469.5
1232,133,2,1,8,4,1,313.63,4.67,682.21,2.1752,0.682,Medium,260.83
1233,2111,12,10,42,14,1,862.03,20.03,1870.95,2.1704,0.791,Medium,591.23
1234,964,6,7,33,9,1,776.28,7.2,1853.21,2.3873,0.8,Medium,480.03
1235,470,3,3,2,4,1,1000.99,8.78,1831.07,1.8293,0.858,Medium,630.12
1236,450,2,1,17,4,1,313.63,2.93,609.49,1.9433,0.634,Low,237.86
1237,82,1,1,8,4,1,465.31,6.89,1026.0,2.205,0.953,High,376.91
1238,2158,9,9,50,12,1,616.1,7.95,1023.64,1.6615,0.741,Medium,435.73
1239,2094,12,10,44,11,1,862.03,12.17,1728.52,2.0052,0.875,High,594.26
1240,1088,7,6,27,7,1,394.06,5.58,814.06,2.0658,0.765,Medium,294.04
1241,1339,8,7,21,7,1,190.14,2.54,419.29,2.2052,0.959,High,107.61
1242,77,1,1,17,4,1,465.31,4.22,979.61,2.1053,0.789,Medium,349.77
1243,851,8,5,27,6,1,190.14,2.47,571.66,3.0065,0.458,Low,144.09
1244,1827,10,10,50,12,1,349.86,4.76,694.09,1.9839,0.63,Low,241.77
1245,378,1,1,14,2,1,465.31,5.3,1218.03,2.6177,0.713,Medium,366.83
1246,518,3,4,5,1,1,1000.99,11.44,1654.32,1.6527,0.887,High,300.09
1247,46,4,1,18,1,1,805.11,8.8,1599.34,1.9865,0.765,Medium,640.78
1248,1505,9,9,52,12,1,616.1,9.51,1110.32,1.8022,0.725,Medium,537.19
1249,1478,11,10,37,12,1,654.72,7.67,1019.01,1.5564,0.569,Low,512.45
1250,1975,12,10,39,15,2,862.03,12.26,1005.64,1.1666,0.785,Medium,212.97
1251,1543,10,10,46,11,1,349.86,4.52,823.25,2.3531,0.837,Medium,256.98
1252,1257,6,6,21,8,1,776.28,7.51,1512.83,1.9488,0.549,Low,586.19
1253,2152,10,10,49,11,1,349.86,3.83,832.84,2.3805,0.817,Medium,287.26
1254,256,1,2,6,1,1,465.31,5.32,1004.25,2.1582,0.559,Low,346.66
1255,2185,9,9,41,11,1,616.1,9.75,1179.94,1.9152,0.99,High,468.05
1256,1226,7,6,30,10,1,394.06,3.69,1042.66,2.6459,0.601,Low,275.4
1257,1525,10,10,52,13,1,349.86,4.89,556.38,1.5903,0.761,Medium,269.94
1258,787,8,6,25,8,1,190.14,2.22,429.14,2.257,0.861,High,148.45
1259,806,8,6,27,6,1,190.14,2.19,482.04,2.5352,0.776,Medium,143.43
1260,1365,7,5,22,7,1,394.06,5.9,723.08,1.8349,0.749,Medium,297.13
1261,321,2,1,13,3,1,313.63,3.16,711.73,2.2693,0.746,Medium,239.66
1262,1574,10,10,42,12,1,349.86,6.24,720.74,2.0601,0.591,Low,276.54
1263,1257,8,6,23,7,1,190.14,1.79,398.25,2.0945,0.886,High,150.08
1264,1941,11,9,52,13,1,654.72,9.29,1143.39,1.7464,0.763,Medium,501.2
1265,1657,10,9,48,15,1,349.86,6.79,672.07,1.921,0.524,Low,279.66
1266,517,3,2,16,2,1,1000.99,11.72,2246.58,2.2444,0.984,High,732.12
1267,464,2,2,10,1,1,313.63,4.23,734.14,2.3408,0.837,Medium,216.37
1268,991,7,6,29,7,1,394.06,4.77,750.66,1.9049,0.555,Low,327.39
1269,10,4,2,7,1,1,805.11,6.72,1497.18,1.8596,0.737,Medium,579.9
1270,511,3,3,7,2,2,1000.99,11.89,1383.99,1.3826,0.943,High,200.38
1271,62,4,2,1,1,1,805.11,6.89,1540.76,1.9137,0.704,Medium,588.9
1272,1659,12,9,53,13,1,862.03,11.31,1491.13,1.7298,0.549,Low,685.85
1273,1493,9,10,52,13,1,616.1,8.71,1056.46,1.7148,0.752,Medium,461.39
