fact_purchase_id,sk_date,sk_supplier,sk_product,sk_order,quantity_units,purchase_unit_price,purchase_amount,planned_delay_days,real_delay_days,delay_gap_days
1137,446,2,4,1300,29.0,312.31,9056.98,3.58,4.73,1.15
1138,1319,14,5,2449,19.0,379.51,7210.63,8.51,5.69,-2.82
1139,1291,11,1,2363,45.0,520.96,23443.04,2.26,3.3,1.04
1140,1784,22,5,804,16.0,390.86,6253.79,9.3,8.47,-0.82
1141,2057,24,1,346,67.0,508.56,34073.19,2.17,1.42,-0.75
1142,1221,10,2,1807,79.0,288.11,22760.7,3.52,4.84,1.32
1143,1410,11,2,1066,133.0,287.32,38213.78,3.3,1.02,-2.29
1144,149,6,5,1528,45.0,382.67,17220.03,5.01,4.92,-0.08
1145,1545,20,1,1392,30.0,516.64,15499.06,1.8,3.08,1.28
1146,96,6,2,2135,67.0,283.45,18991.37,2.64,1.38,-1.26
1147,890,13,4,839,59.0,310.22,18302.71,4.27,6.13,1.86
1148,656,8,3,1248,13.0,520.21,6762.73,9.12,7.53,-1.59
1149,119,6,1,1107,43.0,534.69,22991.61,3.35,3.5,0.14
1150,792,15,5,1014,66.0,403.63,26639.45,6.91,6.72,-0.18
1151,1528,21,1,630,88.0,550.82,48471.72,2.47,2.27,-0.2
1152,906,11,1,1796,47.0,532.54,25029.6,2.67,3.77,1.09
1153,2079,22,2,1834,33.0,276.78,9133.74,2.27,1.5,-0.77
1154,741,14,4,27,145.0,323.61,46923.19,5.05,5.1,0.05
1155,450,2,3,2190,16.0,540.37,8645.92,10.03,12.19,2.16
1156,1258,14,5,1056,27.0,397.41,10730.07,13.63,14.89,1.26
1157,373,6,3,894,25.0,496.65,12416.32,9.5,7.74,-1.77
1158,2154,23,1,1381,23.0,516.35,11876.02,2.4,2.14,-0.26
1159,1282,14,2,1887,76.0,291.17,22128.79,3.15,3.55,0.4
1160,961,12,5,347,22.0,370.72,8155.82,11.76,11.96,0.2
1161,29,2,4,1856,51.0,313.91,16009.47,2.67,2.32,-0.35
1162,292,4,4,1321,117.0,311.65,36462.81,5.52,4.19,-1.33
1163,1290,15,2,435,26.0,296.45,7707.7,3.25,4.2,0.95
1164,890,11,3,2116,14.0,547.32,7662.48,11.68,11.41,-0.27
1165,572,7,4,1229,26.0,305.04,7931.07,3.27,4.14,0.87
1166,147,1,1,2123,72.0,525.0,37800.15,2.0,0.51,-1.49
1167,1631,24,5,247,29.0,386.35,11204.04,10.98,9.99,-0.99
1168,459,3,5,1822,9.0,369.37,3324.33,7.12,8.44,1.31
1169,173,6,4,537,24.0,301.17,7228.13,4.05,2.73,-1.33
1170,32,4,5,1686,15.0,370.4,5555.98,7.55,6.52,-1.03
1171,67,8,4,1607,54.0,320.84,17325.35,3.41,1.99,-1.41
1172,1211,15,1,1708,73.0,523.4,38208.15,2.58,3.93,1.36
1173,1213,10,1,1546,91.0,544.17,49519.77,2.43,1.07,-1.35
1174,1197,10,5,471,29.0,380.94,11047.15,8.58,8.63,0.05
1175,529,5,5,333,12.0,396.72,4760.63,8.7,10.31,1.61
1176,1156,9,2,1530,36.0,286.14,10300.97,3.49,4.44,0.95
1177,1790,23,1,592,92.0,550.93,50685.16,1.57,1.28,-0.29
1178,1457,11,5,853,23.0,389.23,8952.26,10.46,9.15,-1.31
1179,1580,23,2,1081,84.0,294.6,24746.76,2.34,3.75,1.4
1180,2096,24,2,1232,134.0,292.64,39214.06,2.71,1.68,-1.03
1181,914,16,1,1722,55.0,538.68,29627.22,1.59,1.98,0.39
1182,684,4,1,2017,41.0,501.45,20559.6,1.4,1.48,0.08
1183,1301,16,3,770,10.0,543.27,5432.7,11.57,14.62,3.05
1184,1073,14,3,813,17.0,547.93,9314.87,8.08,8.66,0.58
1185,1310,13,4,1895,56.0,295.02,16521.38,6.07,5.45,-0.62
1186,1931,23,5,401,9.0,385.28,3467.55,6.96,6.6,-0.36
1187,126,1,5,1405,11.0,389.77,4287.51,6.3,6.04,-0.27
1188,1635,23,4,2138,34.0,308.53,10490.0,3.54,3.81,0.27
1189,1358,15,1,222,12.0,508.13,6097.54,2.3,2.76,0.46
1190,1042,14,4,1562,39.0,310.08,12093.25,3.12,4.49,1.36
1191,2123,17,2,1090,57.0,275.13,15682.58,2.25,1.59,-0.65
1192,1343,13,5,1920,36.0,398.83,14357.83,6.99,6.02,-0.97
1193,159,3,2,1332,23.0,271.89,6253.5,3.08,3.56,0.48
1194,333,8,4,1763,45.0,316.77,14254.62,5.12,6.11,0.98
1195,1612,20,5,454,60.0,399.21,23952.71,6.82,6.16,-0.67
1196,24,5,1,163,37.0,517.62,19151.82,2.75,3.97,1.23
1197,601,2,5,1227,22.0,389.66,8572.52,10.05,11.55,1.5
1198,1365,10,4,1095,41.0,289.95,11887.75,3.89,2.04,-1.85
1199,1396,10,1,2392,27.0,557.33,15048.01,1.85,1.46,-0.4
1200,2108,17,2,1053,36.0,273.89,9860.06,3.75,5.35,1.61
1201,2054,18,1,1083,27.0,511.42,13808.47,3.6,3.53,-0.08
1202,1341,12,1,1995,120.0,531.66,63799.25,2.6,1.26,-1.34
1203,1556,17,1,1500,65.0,533.63,34685.66,2.02,3.19,1.16
1204,2015,18,4,2158,59.0,306.69,18094.83,4.7,4.65,-0.05
1205,1039,14,4,1531,78.0,300.04,23403.46,3.5,3.25,-0.24
1206,612,6,1,443,58.0,515.57,29903.21,2.04,3.54,1.5
1207,1054,9,5,235,33.0,395.86,13063.22,9.3,8.26,-1.05
1208,441,1,5,2051,24.0,382.69,9184.47,5.68,7.13,1.46
1209,1199,11,1,2231,124.0,505.28,62654.28,3.62,1.76,-1.85
1210,952,15,2,2108,39.0,303.67,11843.14,2.8,3.77,0.97
1211,1162,13,3,2099,29.0,515.09,14937.56,5.19,5.42,0.22
1212,1733,23,4,673,58.0,315.89,18321.44,5.1,4.28,-0.82
1213,1675,21,4,1595,47.0,311.49,14640.24,2.91,3.21,0.3
1214,538,5,3,1311,7.0,532.43,3727.04,7.0,7.33,0.33
1215,1545,24,4,2253,58.0,324.75,18835.39,3.41,2.85,-0.56
1216,1613,24,1,1547,42.0,507.9,21331.86,3.49,3.33,-0.16
1217,2045,17,1,178,81.0,528.17,42781.41,2.24,1.11,-1.13
1218,1327,14,1,469,49.0,532.51,26093.14,4.31,4.86,0.54
1219,1132,10,1,14,109.0,535.11,58326.83,3.7,3.02,-0.68
1220,1626,23,4,1394,41.0,325.32,13338.15,4.59,5.37,0.78
1221,116,3,1,1017,176.0,522.69,91993.82,2.85,3.22,0.37
1222,912,14,4,1958,31.0,313.83,9728.83,3.4,3.77,0.37
1223,1062,14,5,1513,13.0,365.44,4750.67,5.63,4.31,-1.32
1224,447,7,5,1306,30.0,370.5,11114.93,6.43,8.08,1.64
1225,749,15,1,1201,67.0,498.13,33374.82,4.18,2.94,-1.24
1226,1377,10,2,28,41.0,298.07,12220.68,1.84,0.85,-0.99
1227,1013,10,1,927,59.0,531.05,31332.03,1.52,2.06,0.54
1228,1242,13,5,1479,21.0,376.94,7915.69,8.46,8.51,0.05
1229,2164,18,4,781,45.0,292.51,13163.01,3.12,4.69,1.57
1230,1744,18,3,1192,45.0,524.37,23596.6,9.95,10.73,0.78
1231,1803,22,1,1946,47.0,540.35,25396.45,1.63,0.3,-1.33
1232,133,7,4,807,23.0,324.28,7458.54,2.41,4.8,2.39
1233,2111,20,2,7,36.0,286.16,10301.68,2.97,3.01,0.04
1234,964,11,4,1335,87.0,309.42,26919.6,4.37,4.73,0.36
1235,470,3,5,1342,25.0,389.78,9744.55,7.6,8.79,1.19
1236,450,1,4,246,40.0,314.14,12565.66,3.85,2.59,-1.26
1237,82,1,4,646,82.0,317.16,26007.18,3.42,4.14,0.72
1238,2158,17,2,1412,40.0,273.68,10947.1,2.38,0.63,-1.75
1239,2094,21,4,674,54.0,301.29,16269.65,5.94,7.56,1.62
1240,1088,9,3,1906,31.0,509.25,15786.77,9.82,10.14,0.32
1241,1339,10,4,2483,35.0,321.53,11253.6,4.15,5.54,1.39
1242,77,1,1,1142,143.0,542.37,77558.72,2.7,1.68,-1.02
1243,851,9,3,2496,8.0,532.96,4263.72,7.41,6.64,-0.77
1244,1827,23,1,335,39.0,557.64,21748.03,1.55,0.9,-0.65
1245,378,8,2,343,35.0,289.39,10128.64,2.07,2.1,0.03
1246,518,7,1,1292,58.0,538.97,31260.23,4.01,5.47,1.45
1247,46,2,5,835,36.0,375.66,13523.6,9.01,8.7,-0.3
1248,1505,22,5,1902,47.0,404.17,18995.98,10.49,11.41,0.92
1249,1478,22,1,545,90.0,506.41,45577.28,1.84,2.26,0.42
1250,1975,18,4,1304,63.0,300.99,18962.4,2.43,2.93,0.5
1251,1543,17,3,429,16.0,526.82,8429.17,5.55,3.99,-1.56
1252,1257,10,3,1295,60.0,552.39,33143.43,8.93,9.6,0.67
1253,2152,20,4,1008,120.0,303.11,36373.4,3.93,6.15,2.22
1254,256,8,1,1459,50.0,531.67,26583.63,1.51,0.3,-1.21
1255,2185,22,2,1065,76.0,288.66,21938.16,1.93,1.06,-0.87
1256,1226,12,1,2224,121.0,533.2,64517.47,3.2,3.74,0.54
1257,1525,21,4,1208,22.0,306.11,6734.33,5.35,5.83,0.49
1258,787,13,1,1183,51.0,538.62,27469.37,2.25,1.31,-0.93
1259,806,15,3,1189,28.0,552.07,15458.09,11.32,12.84,1.53
1260,1365,15,4,2349,113.0,316.6,35776.19,5.08,5.24,0.16
1261,321,6,2,1087,95.0,297.64,28276.12,4.26,4.02,-0.23
1262,1574,24,1,755,81.0,529.1,42856.96,3.57,4.57,1.0
1263,1257,12,3,747,29.0,554.53,16081.4,12.4,14.28,1.88
1264,1941,17,2,2090,101.0,299.93,30293.41,2.12,2.38,0.27
1265,1657,22,3,732,13.0,529.07,6877.89,10.27,7.6,-2.67
1266,517,3,2,2352,61.0,286.64,17485.26,2.66,3.05,0.39
1267,464,3,1,1143,27.0,530.74,14329.88,2.61,4.63,2.02
1268,991,9,1,1931,97.0,523.48,50777.17,2.42,1.79,-0.63
1269,10,3,5,1441,42.0,382.97,16084.9,4.43,3.96,-0.46
1270,511,1,5,1231,25.0,384.8,9619.9,7.95,8.45,0.5
1271,62,6,1,1775,33.0,509.52,16814.0,2.76,3.28,0.52
1272,1659,23,4,136,52.0,319.34,16605.73,2.86,2.64,-0.22
1273,1493,17,4,2172,24.0,318.43,7642.32,3.42,5.73,2.31
1274,57,5,2,1233,23.0,302.56,6958.91,3.06,3.54,0.48
1275,595,7,1,1573,43.0,503.57,21653.68,1.87,3.2,1.33
1276,294,2,5,85,27.0,373.94,10096.28,11.13,11.71,0.58
1277,1584,24,1,1269,57.0,520.27,29655.46,2.21,1.33,-0.88
1278,906,14,4,2013,17.0,302.2,5137.37,3.51,3.13,-0.38
1279,615,6,1,2416,62.0,544.16,33737.88,1.77,1.0,-0.77
1280,613,7,5,1450,42.0,388.79,16328.97,7.19,8.99,1.8
1281,2105,24,1,2487,40.0,547.51,21900.39,1.81,0.3,-1.51
1282,295,7,3,74,8.0,518.31,4146.47,8.3,9.66,1.35
1283,1060,14,4,417,91.0,306.83,27921.73,5.81,5.38,-0.43
1284,429,8,3,2065,23.0,496.28,11414.44,11.98,12.31,0.33
1285,847,15,1,2221,133.0,517.06,68769.64,2.26,3.97,1.71
1286,1904,24,5,798,30.0,368.34,11050.28,12.52,10.84,-1.68
1287,440,6,2,485,47.0,277.69,13051.58,1.81,1.3,-0.51
1288,299,7,5,1602,34.0,375.42,12764.31,7.98,7.43,-0.55
1289,1322,10,4,2317,61.0,310.97,18969.15,3.64,1.64,-1.99
1290,2168,21,3,1074,24.0,507.01,12168.12,8.04,9.66,1.62
1291,1733,24,4,1230,110.0,318.04,34984.54,2.35,2.97,0.62
1292,1841,19,3,19,15.0,544.34,8165.07,12.57,12.78,0.21
1293,555,5,4,105,113.0,320.03,36163.28,3.5,4.63,1.13
1294,1197,11,2,352,31.0,277.89,8614.52,1.97,0.63,-1.34
1295,770,15,4,104,46.0,307.44,14142.43,3.44,3.25,-0.2
1296,382,1,5,1545,53.0,369.39,19577.58,7.37,9.61,2.24
1297,1485,19,2,2443,71.0,281.71,20001.54,2.49,2.41,-0.08
1298,1520,22,2,2115,27.0,275.16,7429.38,1.63,0.77,-0.86
1299,2034,21,1,1865,14.0,534.63,7484.82,2.89,2.66,-0.22
1300,1329,15,2,1975,52.0,285.85,14864.26,3.1,3.94,0.84
1301,1939,17,1,1032,101.0,525.64,53089.2,3.63,4.76,1.13
1302,1022,11,1,752,46.0,547.2,25171.13,2.66,3.25,0.59
1303,1347,13,1,1438,67.0,547.13,36657.61,3.23,4.02,0.79
1304,26,4,3,1537,11.0,546.72,6013.96,12.65,12.18,-0.47
1305,261,5,1,1693,91.0,531.16,48335.8,2.88,4.03,1.15
1306,1599,18,1,525,39.0,507.01,19773.4,3.39,3.71,0.32
1307,1675,23,2,861,38.0,290.51,11039.28,1.39,1.78,0.39
1308,1075,11,5,146,18.0,393.63,7085.3,7.01,7.45,0.45
1309,17,6,4,1714,48.0,313.14,15030.95,3.49,3.83,0.34
1310,1953,19,1,503,63.0,557.0,35090.87,2.81,4.14,1.33
1311,1162,14,1,2129,11.0,549.44,6043.87,2.89,3.28,0.39
1312,1258,9,1,1165,46.0,511.36,23522.71,2.96,6.96,4.0
1313,71,7,3,160,27.0,531.18,14341.92,8.45,8.44,-0.02
1314,496,4,1,2041,64.0,542.77,34737.54,2.86,2.02,-0.84
1315,2115,21,5,400,48.0,390.34,18736.54,7.85,7.2,-0.65
1316,196,6,1,619,80.0,512.6,41007.94,2.59,2.52,-0.07
1317,824,15,5,1296,22.0,367.22,8078.87,9.76,9.93,0.16
1318,288,3,1,1685,54.0,530.33,28637.85,2.93,3.22,0.3
1319,229,5,3,1187,20.0,507.77,10155.49,11.15,11.29,0.14
1320,543,4,2,481,59.0,297.6,17558.49,3.19,2.3,-0.88
1321,626,1,5,2450,8.0,398.33,3186.62,8.54,6.84,-1.7
1322,483,3,4,501,77.0,323.06,24875.3,4.7,4.94,0.24
1323,1146,9,3,114,19.0,525.36,9981.82,5.33,6.74,1.41
1324,570,5,5,1108,30.0,373.66,11209.88,7.54,9.0,1.46
1325,663,8,5,1130,17.0,382.63,6504.72,6.02,7.04,1.02
1326,1203,9,3,2147,19.0,543.63,10329.05,11.06,11.81,0.75
1327,1361,11,4,195,37.0,300.51,11118.94,2.04,2.41,0.37
1328,1434,11,4,585,13.0,289.94,3769.28,3.95,5.19,1.24
1329,1405,12,5,176,39.0,390.52,15230.15,10.69,11.4,0.71
1330,2150,23,2,1835,41.0,294.13,12059.53,1.79,1.16,-0.63
1331,2134,17,2,188,79.0,298.66,23593.9,1.95,3.25,1.29
1332,119,8,2,1826,112.0,279.54,31308.24,2.57,3.53,0.96
1333,748,13,2,9,91.0,299.88,27288.94,3.8,3.16,-0.64
1334,1629,19,4,1542,87.0,299.48,26054.56,4.2,3.28,-0.91
1335,1262,14,2,65,59.0,297.89,17575.4,1.51,1.66,0.15
1336,1103,11,2,1919,65.0,284.84,18514.77,2.79,0.34,-2.45
1337,2101,22,2,1149,24.0,304.84,7316.22,3.61,4.52,0.91
1338,972,11,3,647,28.0,546.18,15293.08,4.8,4.96,0.16
1339,1385,10,3,2067,7.0,508.55,3559.88,8.62,9.42,0.8
1340,1164,10,1,987,123.0,555.31,68303.55,1.74,2.06,0.32
1341,412,3,3,657,7.0,543.1,3801.7,9.18,10.68,1.5
1342,2029,21,3,388,15.0,550.14,8252.15,7.9,9.52,1.62
1343,1265,10,4,1237,62.0,323.86,20079.6,5.18,4.21,-0.97
1344,2109,18,4,845,103.0,307.16,31637.93,3.89,3.18,-0.71
1345,123,1,5,512,30.0,372.22,11166.61,10.02,10.08,0.05
1346,902,11,4,1800,36.0,324.45,11680.3,3.46,3.87,0.41
1347,1842,20,5,1344,24.0,393.74,9449.76,6.47,6.12,-0.34
1348,441,1,1,280,85.0,510.72,43410.82,1.59,2.78,1.2
1349,1399,14,5,1128,19.0,392.98,7466.61,5.53,5.34,-0.19
1350,2075,20,3,557,17.0,543.83,9245.07,12.02,12.56,0.54
1351,565,1,1,1417,31.0,497.72,15429.17,2.66,1.93,-0.73
1352,441,1,2,472,78.0,290.65,22670.47,2.71,3.57,0.86
1353,1406,16,4,2267,82.0,309.98,25418.13,5.26,4.78,-0.48
1354,1369,13,5,925,29.0,393.04,11398.17,7.17,7.83,0.66
1355,2141,22,2,1358,36.0,274.01,9864.52,2.19,2.71,0.52
1356,183,6,1,1037,65.0,557.53,36239.3,2.09,2.19,0.1
1357,1301,11,1,1593,94.0,514.6,48372.49,1.82,0.89,-0.93
1358,606,7,3,1509,26.0,505.57,13144.85,4.89,6.24,1.35
1359,1045,9,1,1346,120.0,498.41,59809.47,3.22,4.61,1.4
1360,1009,10,2,2014,39.0,298.77,11652.22,2.26,1.49,-0.77
1361,1327,14,4,1817,16.0,308.89,4942.31,4.73,3.11,-1.63
1362,425,6,2,242,27.0,291.19,7862.0,2.56,2.18,-0.38
1363,51,4,4,1466,52.0,320.12,16646.35,5.46,4.1,-1.36
1364,2130,18,5,33,30.0,394.41,11832.36,7.06,7.56,0.49
1365,1376,11,1,659,105.0,533.19,55984.43,2.81,3.05,0.25
1366,1761,17,3,349,17.0,529.52,9001.84,7.54,7.76,0.22
1367,1382,11,4,609,22.0,290.08,6381.75,3.04,2.57,-0.47
1368,2081,22,4,2160,25.0,299.94,7498.4,3.94,4.29,0.35
1369,123,5,2,2074,66.0,291.54,19241.41,2.01,3.74,1.73
1370,1178,16,5,1672,28.0,367.39,10286.86,9.28,11.19,1.91
1371,334,8,1,1,51.0,551.27,28114.64,3.18,2.66,-0.51
1372,1932,23,2,1605,30.0,298.47,8954.18,2.47,2.37,-0.11
1373,1195,15,3,106,70.0,504.35,35304.22,7.3,8.19,0.89
1374,1233,11,1,1443,120.0,531.01,63721.6,1.64,1.29,-0.35
1375,1342,12,2,314,50.0,292.35,14617.47,1.99,2.22,0.23
1376,1292,10,2,957,52.0,278.49,14481.42,3.62,2.08,-1.53
1377,1547,22,4,1862,101.0,293.89,29683.24,3.45,2.77,-0.68
1378,1210,16,4,708,41.0,308.79,12660.3,4.06,6.78,2.72
1379,343,3,1,789,21.0,541.1,11363.11,3.33,2.26,-1.07
1380,1059,13,2,1596,53.0,289.29,15332.42,2.34,3.92,1.58
1381,1234,10,1,1144,38.0,505.56,19211.37,3.85,3.82,-0.03
1382,996,9,1,384,53.0,551.85,29248.21,2.56,3.74,1.18
1383,1154,15,2,1034,62.0,272.4,16888.7,2.84,3.24,0.4
1384,2146,19,1,792,32.0,545.65,17460.67,3.72,5.32,1.6
1385,1304,11,1,594,30.0,542.15,16264.51,1.73,1.79,0.05
1386,1362,12,2,2448,75.0,276.72,20754.05,3.64,2.89,-0.75
1387,79,3,5,75,25.0,385.54,9638.43,10.62,11.73,1.11
1388,1643,21,5,1507,23.0,361.23,8308.24,6.92,8.32,1.41
1389,536,4,3,2199,23.0,509.84,11726.23,10.6,8.78,-1.82
1390,1684,22,5,2219,19.0,377.02,7163.31,11.57,11.53,-0.04
1391,721,5,2,921,65.0,293.03,19046.65,2.8,3.58,0.78
1392,641,5,1,797,28.0,528.08,14786.22,1.97,3.22,1.25
1393,1061,14,2,382,26.0,271.99,7071.75,3.2,4.17,0.97
1394,1061,14,4,2298,67.0,308.55,20672.95,3.18,2.71,-0.47
1395,975,10,1,2145,72.0,535.06,38524.46,1.69,0.69,-1.0
1396,2043,24,2,2308,49.0,274.3,13440.54,2.12,2.87,0.75
1397,1469,23,5,1558,13.0,367.53,4777.95,10.64,11.27,0.63
1398,1057,13,5,2407,42.0,361.85,15197.85,5.44,4.51,-0.93
1399,1466,21,3,950,7.0,521.64,3651.45,11.87,11.18,-0.69
1400,324,6,1,1877,95.0,516.38,49055.88,2.69,2.38,-0.31
1401,1229,13,1,1739,100.0,532.48,53248.17,1.9,1.08,-0.82
1402,102,8,5,2095,24.0,401.44,9634.58,11.06,10.75,-0.31
1403,1385,10,2,121,60.0,299.93,17995.83,2.28,0.91,-1.37
1404,1460,15,1,664,87.0,512.94,44625.68,2.83,1.62,-1.22
1405,1148,11,5,559,33.0,363.01,11979.23,10.58,9.21,-1.37
1406,210,2,2,1133,38.0,279.89,10635.64,2.04,2.3,0.27
1407,1821,17,3,1858,35.0,508.4,17793.99,6.19,7.23,1.03
1408,1804,20,3,844,21.0,541.05,11362.08,10.28,10.12,-0.16
1409,544,1,5,1613,24.0,374.29,8982.9,13.17,12.26,-0.91
1410,314,3,4,125,112.0,299.39,33531.91,5.15,4.83,-0.31
1411,572,7,1,1610,53.0,547.39,29011.68,3.07,4.18,1.12
1412,1817,18,4,294,32.0,323.92,10365.45,3.42,3.57,0.15
1413,389,8,2,2415,57.0,296.52,16901.37,2.58,4.07,1.49
1414,194,6,1,190,84.0,548.46,46070.67,3.47,3.96,0.48
1415,937,15,3,1803,15.0,535.09,8026.36,8.67,9.94,1.27
1416,625,8,5,910,9.0,369.83,3328.46,8.32,9.71,1.39
1417,2022,22,2,944,96.0,302.47,29036.89,1.78,2.41,0.63
1418,2076,17,4,2182,96.0,317.76,30505.02,4.33,5.7,1.38
1419,1276,9,3,1578,20.0,543.73,10874.6,8.54,7.87,-0.67
1420,2128,20,4,364,64.0,307.34,19669.81,3.29,3.63,0.34
1421,1006,14,4,2312,67.0,308.31,20656.91,4.31,4.89,0.58
1422,1564,17,2,849,36.0,274.77,9891.55,1.38,2.51,1.14
1423,1212,11,4,1355,26.0,309.78,8054.27,3.51,1.85,-1.67
1424,775,11,4,1308,63.0,322.78,20335.2,3.33,1.7,-1.63
1425,676,1,3,499,31.0,547.64,16976.77,7.76,8.61,0.85
1426,1157,14,2,1354,81.0,278.96,22595.82,3.03,2.08,-0.95
1427,978,10,1,217,90.0,524.21,47178.64,2.18,1.4,-0.77
1428,65,2,1,1552,50.0,510.66,25532.9,2.4,2.04,-0.36
1429,828,11,2,299,40.0,272.71,10908.49,1.64,0.3,-1.34
1430,1017,9,5,1211,16.0,392.56,6280.96,11.9,12.91,1.01
1431,2175,22,2,2391,26.0,287.16,7466.11,2.55,0.95,-1.6
1432,2046,22,1,1868,19.0,499.31,9486.85,2.6,1.79,-0.81
1433,141,2,1,369,27.0,551.16,14881.33,2.5,2.75,0.25
1434,54,5,2,1812,100.0,277.92,27791.99,3.28,5.27,1.99
1435,528,3,1,2499,23.0,516.0,11868.03,3.63,3.49,-0.14
1436,116,3,2,777,69.0,299.76,20683.61,1.58,1.12,-0.46
1437,1529,19,4,462,60.0,319.22,19152.92,4.23,0.78,-3.45
1438,481,8,4,2442,35.0,313.29,10965.29,5.12,6.74,1.62
1439,2111,17,2,209,118.0,303.42,35803.32,2.01,1.15,-0.86
1440,955,9,1,1445,64.0,555.25,35535.73,1.66,0.3,-1.36
1441,1979,22,4,1691,44.0,318.82,14027.91,4.92,4.83,-0.09
1442,882,16,2,1345,63.0,285.76,18003.06,3.75,1.82,-1.93
1443,1621,21,3,1871,25.0,545.21,13630.13,5.51,7.27,1.76
1444,1832,22,4,1947,28.0,301.16,8432.59,5.1,5.71,0.62
1445,1519,22,2,2441,54.0,302.84,16353.55,2.1,2.19,0.09
1446,988,10,2,1190,74.0,285.59,21133.89,2.58,2.24,-0.34
1447,907,10,3,1348,40.0,539.05,21562.1,12.24,12.43,0.19
1448,269,5,3,2430,26.0,535.15,13913.97,7.82,8.87,1.05
1449,1051,10,1,988,61.0,497.96,30375.55,2.55,3.92,1.38
1450,984,14,2,1427,74.0,301.79,22332.66,2.25,1.14,-1.12
1451,2156,22,2,886,37.0,303.31,11222.45,2.38,1.78,-0.6
1452,759,14,3,955,12.0,514.26,6171.15,11.38,13.07,1.68
1453,792,16,1,1988,108.0,541.66,58498.96,3.15,4.22,1.08
1454,410,8,5,2174,22.0,373.66,8220.59,8.41,8.02,-0.38
1455,1970,24,3,1683,20.0,554.44,11088.71,5.72,5.65,-0.07
1456,1133,11,1,1263,45.0,510.5,22972.38,2.15,2.0,-0.15
1457,453,5,1,1818,49.0,502.19,24607.49,2.22,1.07,-1.15
1458,327,2,4,505,113.0,305.56,34528.21,3.47,3.72,0.26
1459,1700,24,2,1247,37.0,273.16,10107.0,2.17,1.36,-0.82
1460,1929,21,5,711,30.0,371.44,11143.21,5.31,5.71,0.4
1461,217,5,4,628,27.0,325.34,8784.31,3.37,5.31,1.93
1462,1076,10,1,1827,20.0,498.23,9964.52,1.75,4.55,2.8
1463,142,3,5,546,10.0,372.8,3727.96,11.23,10.53,-0.7
1464,1991,17,3,1949,4.0,495.7,1982.8,7.63,8.67,1.04
1465,1413,10,1,966,70.0,506.06,35424.36,2.2,4.31,2.11
1466,397,3,2,2215,38.0,278.25,10573.57,2.3,4.2,1.9
1467,423,5,4,676,32.0,305.69,9782.13,4.46,7.06,2.6
1468,1663,17,1,1163,67.0,503.47,33732.6,3.87,5.95,2.08
1469,467,5,2,189,60.0,278.83,16729.72,1.55,4.35,2.79
1470,395,2,2,393,19.0,283.68,5389.97,3.66,2.95,-0.71
1471,1023,9,4,1501,54.0,294.91,15925.2,3.35,4.09,0.74
1472,2105,23,3,1497,13.0,541.55,7040.14,10.33,7.35,-2.98
1473,513,3,2,1572,31.0,276.52,8572.03,2.51,1.45,-1.06
1474,478,2,2,2062,66.0,278.74,18396.64,2.53,2.39,-0.13
1475,1103,12,4,1164,90.0,320.61,28855.0,5.49,4.88,-0.6
1476,942,15,4,2296,10.0,319.75,3197.52,3.12,1.98,-1.14
1477,294,2,1,1538,119.0,537.12,63916.97,2.33,3.95,1.62
1478,1965,21,4,368,65.0,305.0,19824.86,5.85,6.07,0.22
1479,382,3,5,1060,36.0,375.12,13504.36,8.88,9.66,0.78
1480,738,12,5,615,22.0,386.78,8509.12,7.43,6.51,-0.92
1481,1539,18,2,1875,28.0,293.53,8218.81,2.11,1.01,-1.1
1482,310,2,5,77,32.0,368.92,11805.57,4.74,6.21,1.46
1483,2103,22,4,1730,16.0,307.33,4917.28,3.35,2.85,-0.5
1484,440,5,2,1409,89.0,274.36,24418.06,2.67,3.94,1.27
1485,1669,18,3,1020,17.0,553.95,9417.08,6.02,5.58,-0.45
1486,2122,23,2,1560,115.0,279.4,32130.95,2.96,2.47,-0.49
1487,293,6,4,389,57.0,325.34,18544.31,3.6,2.3,-1.3
1488,457,8,5,1316,5.0,393.19,1965.96,6.62,6.64,0.02
1489,2115,20,1,1035,64.0,536.03,34306.06,1.81,2.01,0.2
1490,1494,21,2,2187,22.0,290.22,6384.78,1.59,1.44,-0.15
1491,669,1,3,1350,37.0,514.67,19042.74,7.61,7.46,-0.14
1492,1256,9,1,200,36.0,549.14,19768.88,2.29,4.88,2.59
1493,586,8,2,2457,21.0,282.85,5939.81,1.66,0.81,-0.85
1494,928,13,1,315,28.0,498.52,13958.63,2.1,2.93,0.84
1495,2076,23,1,495,27.0,539.2,14558.5,1.85,1.62,-0.23
1496,456,8,3,860,54.0,547.67,29573.95,5.37,4.75,-0.62
1497,1168,11,3,2166,78.0,500.8,39062.36,11.28,10.41,-0.87
1498,1076,9,3,567,23.0,530.66,12205.11,8.03,8.3,0.27
1499,551,6,5,2110,16.0,361.98,5791.72,11.96,11.92,-0.03
1500,298,8,2,672,92.0,272.23,25045.31,1.79,1.39,-0.4
1501,488,4,3,436,39.0,533.02,20787.7,12.66,13.4,0.74
1502,1384,9,2,824,130.0,284.01,36921.22,2.05,1.79,-0.25
1503,497,8,1,15,85.0,507.0,43095.34,1.87,3.36,1.49
1504,1798,23,2,1424,52.0,290.37,15099.32,1.32,0.66,-0.66
1505,2087,24,2,817,49.0,303.72,14882.43,4.16,2.19,-1.98
